ticker,Industry,Market Capitalization,candle_score_rolled,candle_score
PREMEXPLN,CHEMICALS,2024.06,"[-1.5, 0.4500000000000002, 0.2999999999999998, -1.125, -1.0499999999999998, -0.375]",-0.375
PREMIERENE,ELECTRIC EQUIPMENT,41288.62,"[-0.375, -1.7999999999999998, -1.4249999999999998, -2.625, -1.7999999999999998, -1.125]",-1.125
PREMIERPOL,PLASTICS PRODUCTS,672.07,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.5]",1.5
PRESTIGE,CONSTRUCTION,50783.13,"[0.75, 1.25, 2.45, 1.0499999999999998, 0.65, 0.375]",0.375
PREVEST,HEALTHCARE,628.83,"[0.0, 0.0, -1.5, -1.0499999999999998, -0.75, -0.375]",-0.375
PRICOLLTD,AUTO ANCILLARIES,5474.32,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
PRIMESECU,FINANCE & INVESTMENTS,835.18,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
PRIMO,CHLOR ALKALI / SODA ASH,656.28,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
PRINCEPIPE,PLASTICS PRODUCTS,2858.05,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
PRIVISCL,CHEMICALS,7230.55,"[0.0, 1.0, 0.7, 0.5, 1.25, 0.95]",0.95
PROTEAN,COMPUTERS,5708.38,"[-1.0, -0.7, -0.5, -1.25, -0.95, -0.5]",-0.5
PRSMJOHNSN,CEMENT,6760.140000000001,"[-1.0, -0.7, -0.5, -1.25, -0.95, -0.5]",-0.5
PRUDENT,FINANCE & INVESTMENTS,9246.12,"[-0.5, -0.44999999999999996, -0.25, -1.25, -0.95, -0.5]",-0.5
PSB,BANKS,19583.77,"[-2.25, -1.7249999999999996, 1.5, -0.15000000000000036, -1.7999999999999998, -1.0499999999999998]",-1.0499999999999998
PSPPROJECT,CONSTRUCTION,2507.36,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
PTC,TRADING,5211.23,"[-1.0, -0.7, -0.5, -0.25, -0.25, 0.0]",0.0
PTCIL,CASTINGS & FORGINGS,21688.02,"[-3.95, -2.625, -1.875, -3.375, -2.375, -1.25]",-1.25
PTL,MISCELLANEOUS,513.91,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
PUNJABCHEM,PESTICIDES / AGROCHEMICALS,1264.68,"[-1.5, -1.0499999999999998, -0.75, 1.125, 0.6749999999999998, 0.75]",0.75
PURVA,CONSTRUCTION,5217.33,"[-0.75, -0.44999999999999996, -0.5, -1.25, -0.95, -0.5]",-0.5
PVP,CONSTRUCTION,738.23,"[-0.75, -0.6749999999999998, -0.375, -0.375, -0.375, 0.0]",0.0
PVRINOX,ENTERTAINMENT / ELECTRONIC MEDIA SOFTWARE,9283.85,"[0.7, 0.5, 0.25, 0.25, 0.0, 0.0]",0.0
PVSL,TRADING,715.54,"[0.75, 0.375, 1.875, 1.0499999999999998, 0.75, 0.375]",0.375
PYRAMID,PACKAGING,612.09,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
QPOWER,ELECTRIC EQUIPMENT,2539.34,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
QUADFUTURE,CABLES,2107.4,"[-1.5, -1.0499999999999998, -0.75, -0.375, -1.875, -1.0499999999999998]",-1.0499999999999998
QUESS,DIVERSIFIED,4625.63,"[0.25, -0.75, -0.7, -0.5, -0.25, -0.25]",-0.25
QUICKHEAL,COMPUTERS,1561.32,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RACLGEAR,AUTO ANCILLARIES,900.54,"[-1.0499999999999998, -0.75, 1.125, 0.6749999999999998, 0.75, 0.375]",0.375
RADHIKAJWE,DIAMOND CUTTING / JEWELLERY,1117.52,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RADIANTCMS,MISCELLANEOUS,720.26,"[0.375, 0.375, 0.0, 0.0, 0.0, 0.0]",0.0
RADICO,BREWERIES & DISTILLERIES,32033.55,"[-2.125, -1.375, -0.25, 0.07499999999999996, -0.125, 1.25]",1.25
RAGHUSYN,TEXTILES,519.05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RAILTEL,TELECOMMUNICATIONS,9735.67,"[-1.0, -0.7, -0.5, -0.25, 0.75, 0.7]",0.7
RAIN,MISCELLANEOUS,4754.28,"[0.7, 0.5, 0.25, 0.25, 0.0, 0.0]",0.0
RAINBOW,HEALTHCARE,15692.23,"[-2.5, -1.775, -2.0, -0.19999999999999996, -0.30000000000000004, 0.25]",0.25
RAJESH,CONSTRUCTION,1647.1300000000003,"[-0.375, -0.6749999999999998, -0.375, -0.375, -0.375, 0.0]",0.0
RAJESHEXPO,DIAMOND CUTTING / JEWELLERY,5661.61,"[-1.0, -0.7, -0.5, -1.25, -0.95, -0.5]",-0.5
RAJOOENG,ENGINEERING,2239.56,"[1.5, 1.0499999999999998, -0.75, -0.6749999999999998, -1.875, -1.4249999999999998]",-1.4249999999999998
RAJPALAYAM,TEXTILES,784.68,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RAJRATAN,STEEL,1544.94,"[1.5, 0.75, 0.375, 0.0, 0.0, 0.0]",0.0
RAJRILTD-BE,TEXTILES,1300.13,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RALLIS,PESTICIDES / AGROCHEMICALS,4321.1,"[0.07500000000000018, 0.0, 0.0, -0.375, 0.0, 0.0]",0.0
RAMANEWS-BE,MISCELLANEOUS,584.78,"[0.0, 0.0, 0.0, 0.0, 0.0, -1.5]",-1.5
RAMASTEEL,STEEL,1496.76,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RAMCOCEM,CEMENT,22778.68,"[-0.20000000000000018, -0.125, -1.75, -0.6749999999999998, -0.75, -0.375]",-0.375
RAMCOIND,CEMENT PRODUCTS,2094.7,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RAMCOSYS,COMPUTERS,1438.75,"[1.0499999999999998, 0.75, 0.375, -1.125, -1.0499999999999998, -0.75]",-0.75
RAMKY,CONSTRUCTION,3116.69,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RAMRAT,MINING / MINERALS / METALS,2268.17,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RANEHOLDIN,FINANCE & INVESTMENTS,1959.8699999999997,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RATEGAIN,COMPUTERS,5473.55,"[-0.75, -0.44999999999999996, -0.5, -1.25, 0.050000000000000044, 0.19999999999999996]",0.19999999999999996
RATNAMANI,STEEL,18993.52,"[1.625, 0.875, 0.25, -0.875, -2.55, -1.7999999999999998]",-1.7999999999999998
RATNAVEER,STEEL,723.07,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RAYMOND,CONSTRUCTION,10067.58,"[-2.175, -2.925, -2.175, 1.0, 2.0, 3.075]",3.075
RAYMONDLSL,TEXTILES,6470.07,"[0.0, 0.0, 0.0, -1.0, -0.7, -0.5]",-0.5
RBA,HOTELS,4265.39,"[1.5, 1.0499999999999998, 0.75, 0.375, 0.375, 0.0]",0.0
RBLBANK,BANKS,10913.27,"[0.9249999999999998, 1.875, 1.4249999999999998, 1.125, -1.125, 0.8250000000000002]",0.8250000000000002
RBZJEWEL-BE,DIAMOND CUTTING / JEWELLERY,553.8,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RCF,FERTILIZERS,7116.81,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RDBIPL,CONSTRUCTION,976.53,"[0.0, 0.0, 0.0, 0.0, -1.5, -1.0499999999999998]",-1.0499999999999998
RECLTD,FINANCE,109779.13,"[-2.25, -1.75, -1.25, -3.625, -3.7249999999999996, -2.2]",-2.2
REDINGTON,TRADING,17562.58,"[0.5, 0.0, 0.75, 0.35, 1.25, 0.825]",0.825
REDTAPE,TRADING,8140.05,"[0.0, 0.0, 0.0, -1.0, -0.7, -0.5]",-0.5
REFEX,TRADING,5507.04,"[0.0, -1.0, -0.7, -1.5, -0.95, -0.75]",-0.75
RELAXO,LEATHER / LEATHER PRODUCTS,10333.41,"[2.55, 1.5, -1.25, -1.025, -1.0, -0.5]",-0.5
RELIANCE,REFINERIES,1681193.85,"[0.125, 1.5, 2.55, 1.7999999999999998, 1.125, 0.75]",0.75
RELIGARE,FINANCE & INVESTMENTS,7271.05,"[0.25, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RELINFRA,ENGINEERING,10156.79,"[-2.3, -3.0999999999999996, -2.3, -1.25, -1.125, -0.375]",-0.375
RELTD,ELECTRIC EQUIPMENT,2220.33,"[-1.5, -2.55, -1.7999999999999998, -2.625, -1.7999999999999998, -1.125]",-1.125
RENUKA,SUGAR,6006.56,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
REPCOHOME,FINANCE,2253.77,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
REPRO,PRINTING & STATIONERY,648.55,"[1.0499999999999998, 0.75, 0.375, 0.375, 0.0, 0.0]",0.0
RESPONIND,PLASTICS PRODUCTS,5329.5,"[-1.0, -0.7, -0.5, -0.25, -0.25, 0.0]",0.0
RGL,DIAMOND CUTTING / JEWELLERY,1250.82,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RHETAN,STEEL,1433.59,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RHIM,REFRACTORIES / INTERMEDIATES,10025.65,"[-1.0, -0.7, -0.5, -0.25, -0.25, 0.0]",0.0
RICOAUTO,AUTO ANCILLARIES,846.97,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RIIL,MISCELLANEOUS,1245.74,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RIR,ELECTRONICS,1882.8800000000003,"[-1.2000000000000002, -0.6749999999999998, -1.875, -2.55, -2.175, -1.125]",-1.125
RISHABH,ELECTRIC EQUIPMENT,883.11,"[0.375, 0.375, 1.5, -0.4500000000000002, -0.2999999999999998, -0.375]",-0.375
RITCO,MISCELLANEOUS,795.17,"[-1.5, -2.55, -1.7999999999999998, -2.625, -1.7999999999999998, -1.125]",-1.125
RITES,MISCELLANEOUS,11085.17,"[-2.45, -2.0, -2.75, -2.925, -3.075, -1.575]",-1.575
RKFORGE,CASTINGS & FORGINGS,13600.170000000002,"[-3.1, -3.425, -2.175, -1.25, 0.75, 0.6749999999999998]",0.6749999999999998
RKSWAMY,MISCELLANEOUS,1057.02,"[-1.125, -0.6749999999999998, -0.75, -1.875, -1.4249999999999998, -0.75]",-0.75
RMC,ELECTRIC EQUIPMENT,711.33,"[0.0, 1.5, 1.0499999999999998, 0.75, 0.375, 0.375]",0.375
RML,AUTO ANCILLARIES,1099.93,"[-1.5, -1.0499999999999998, 0.75, 0.6749999999999998, 0.375, -1.125]",-1.125
RNBDENIMS,TEXTILES,751.28,"[0.0, 0.0, 0.0, 0.0, 1.5, 1.0499999999999998]",1.0499999999999998
ROBU,TRADING,748.64,"[0.0, 0.0, 0.0, 0.0, 0.0, -1.5]",-1.5
ROHLTD,HOTELS,1069.91,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
ROLEXRINGS,CASTINGS & FORGINGS,3687.3900000000003,"[0.0, 0.0, 0.0, -1.5, -1.0499999999999998, -0.75]",-0.75
ROSSARI,CHEMICALS,3836.72,"[0.0, 0.0, 0.0, -1.5, -1.0499999999999998, -0.75]",-0.75
ROSSTECH-BE,ENGINEERING,1098.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
ROTO,PUMPS,1366.54,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
ROUTE,COMPUTERS,6198.63,"[-1.0, -0.7, -0.5, -0.25, -0.25, 0.0]",0.0
RPEL,REFRACTORIES / INTERMEDIATES,2808.52,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RPGLIFE,PHARMACEUTICALS,3578.12,"[-1.125, -2.175, -1.7999999999999998, -1.125, -0.75, -0.375]",-0.375
RPOWER,POWER GENERATION AND SUPPLY,16859.22,"[-0.07500000000000018, -1.7999999999999998, -1.9249999999999998, -2.1, -1.2, -0.65]",-0.65
RPPINFRA-BE,CONSTRUCTION,795.85,"[-0.75, -0.6749999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RPSGVENT,COMPUTERS,2800.28,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RPTECH,TRADING,1997.4100000000003,"[-1.5, -1.0499999999999998, -0.75, -0.375, -1.875, -1.0499999999999998]",-1.0499999999999998
RRKABEL,CABLES,10515.79,"[0.125, -0.22499999999999998, 1.25, 2.425, 1.6749999999999998, 2.625]",2.625
RRP,FINANCE & INVESTMENTS,966.2099999999999,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RSWM,TEXTILES,689.82,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RSYSTEMS,COMPUTERS,3940.79,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RTNINDIA,MISCELLANEOUS,5870.46,"[-0.75, -0.7, -0.5, -1.25, -0.95, -0.5]",-0.5
RTNPOWER,POWER GENERATION AND SUPPLY,5407.69,"[-0.5, -0.44999999999999996, -0.5, -1.25, -0.95, -0.5]",-0.5
RUBYMILLS,TEXTILES,629.5,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RUDRAECO,TEXTILES,548.97,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
RUPA,TEXTILES,1518.55,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RUSHIL,MISCELLANEOUS,661.41,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RUSTOMJEE,CONSTRUCTION,6738.63,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
RVNL,CONSTRUCTION,74018.18,"[-1.5, -2.55, -1.7999999999999998, -1.125, -0.75, -0.375]",-0.375
SABTNL-BE,ENTERTAINMENT / ELECTRONIC MEDIA SOFTWARE,1288.45,"[3.675, 0.6749999999999998, 0.4500000000000002, 0.0, 0.0, -0.375]",-0.375
SADHNANIQ-BE,CHEMICALS,715.15,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SAFARI,MOULDED LUGGAGE,10338.78,"[-2.25, -1.375, -1.0, -0.625, 0.0, 0.0]",0.0
SAGCEM,CEMENT,2550.11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SAGILITY,COMPUTERS,19596.05,"[-2.75, -1.75, -0.5, 0.07499999999999996, 0.875, 0.95]",0.95
SAGL,FINANCE & INVESTMENTS,680.39,"[0.0, 0.0, 0.0, 1.5, 2.55, 3.3]",3.3
SAIL,STEEL,46406.48,"[-0.30000000000000004, -0.19999999999999996, -2.75, -3.25, -2.55, -1.375]",-1.375
SAILIFE,PHARMACEUTICALS,15902.040000000003,"[-1.85, -2.875, 1.4500000000000002, -0.27500000000000036, 2.575, 1.375]",1.375
SAINTGOBAIN,GLASS & GLASS PRODUCTS,968.03,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SAKAR,PHARMACEUTICALS,582.54,"[0.375, 0.0, 0.0, -1.5, -1.0499999999999998, -0.75]",-0.75
SAKSOFT,COMPUTERS,2052.51,"[-1.5, -1.0499999999999998, -0.75, -1.875, -1.4249999999999998, -0.75]",-0.75
SALASAR,STEEL,1623.15,"[-1.5, -1.0499999999999998, -0.75, -1.875, -1.4249999999999998, -0.75]",-0.75
SALZERELEC,ELECTRIC EQUIPMENT,1944.6199999999997,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SAMHI,HOTELS,3483.9899999999993,"[1.4249999999999998, 0.75, 1.875, 1.4249999999999998, 0.75, 0.375]",0.375
SAMMAANCAP,FINANCE,9343.63,"[0.7, 0.5, 0.25, 0.25, 0.0, 0.0]",0.0
SANATHAN,TEXTILES,3353.38,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SANDESH,ENTERTAINMENT / ELECTRONIC MEDIA SOFTWARE,847.07,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SANDHAR,AUTO ANCILLARIES,2358.56,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SANDUMA,MINING / MINERALS / METALS,7000.69,"[-0.75, -0.7, -0.5, -0.25, -0.25, 1.0]",1.0
SANGAMIND,TEXTILES,2043.02,"[-1.125, -1.0499999999999998, -0.75, -0.375, 1.125, 1.0499999999999998]",1.0499999999999998
SANGHIIND,CEMENT,1591.29,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SANGHVIMOV,MISCELLANEOUS,2312.5,"[0.0, -0.375, -1.5, -1.0499999999999998, -0.75, -0.375]",-0.375
SANOFI,PHARMACEUTICALS,14210.469999999998,"[-1.25, -3.55, -2.5, -2.625, -1.7, -1.125]",-1.125
SANOFICONR,PHARMACEUTICALS,11433.68,"[-0.375, -0.375, 0.0, 0.0, 0.0, 0.0]",0.0
SANSERA,AUTO ANCILLARIES,7001.81,"[0.0, 0.0, 0.0, -1.0, -0.7, -0.5]",-0.5
SANSTAR,MISCELLANEOUS,1690.8699999999997,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SAPPHIRE,HOTELS,10112.71,"[0.875, -2.125, -1.5, -3.75, -1.375, -1.175]",-1.175
SARDAEN,STEEL,17328.3,"[-1.125, -2.625, -2.3, -2.375, -2.7, -1.575]",-1.575
SAREGAMA,ENTERTAINMENT / ELECTRONIC MEDIA SOFTWARE,10210.21,"[-1.0499999999999998, -0.75, -0.375, -3.875, -2.4499999999999997, -1.75]",-1.75
SARLAPOLY,TEXTILES,726.5,"[0.75, 0.375, 1.875, 1.0499999999999998, 0.75, 0.375]",0.375
SARVESHWAR,FOOD,665.58,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SASKEN,COMPUTERS,2158.77,"[0.0, -1.5, -1.0499999999999998, -0.75, -0.375, -0.375]",-0.375
SASTASUNDR,FINANCE & INVESTMENTS,844.0899999999999,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SATIA,PAPER,715.2,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SATIN,FINANCE & INVESTMENTS,1707.9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SATINDLTD,STEEL,958.7299999999999,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.5]",1.5
SAURASHCEM,CEMENT,934.0599999999998,"[1.0499999999999998, 2.25, 1.4249999999999998, 1.125, -1.125, -0.6749999999999998]",-0.6749999999999998
SBC,TEXTILES,638.13,"[1.0499999999999998, 0.75, 0.375, 0.375, 0.0, 0.0]",0.0
SBCL,MINING / MINERALS / METALS,2375.02,"[0.375, 0.375, 0.0, 0.0, 0.0, 0.0]",0.0
SBFC,FINANCE & INVESTMENTS,10012.91,"[0.75, 0.25, 0.25, 0.0, 0.0, 0.0]",0.0
SBGLP-BE,CONSTRUCTION,684.48,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SBICARD,FINANCE & INVESTMENTS,83148.58,"[-3.55, -3.8, -2.8, -1.5, -1.375, 1.125]",1.125
SBILIFE,FINANCE & INVESTMENTS,156889.25,"[1.125, 0.7999999999999998, -0.375, -0.32499999999999996, -1.125, -0.95]",-0.95
SBIN,BANKS,683402.72,"[-3.225, -0.7249999999999996, -2.075, -4.175, -3.2249999999999996, -3.0]",-3.0
SCHAEFFLER,BEARINGS,48910.57,"[0.35, 1.65, 0.9249999999999998, 2.25, 1.2999999999999998, 1.125]",1.125
SCHAND,PRINTING & STATIONERY,728.25,"[-1.125, -1.0499999999999998, -0.75, -1.875, -1.4249999999999998, -0.75]",-0.75
SCHNEIDER,ELECTRIC EQUIPMENT,14524.13,"[-1.0, -2.675, -1.9249999999999998, -2.625, -1.7999999999999998, -1.125]",-1.125
SCI,SHIPPING,8102.609999999999,"[0.0, 0.0, 1.0, 0.7, 0.5, 0.25]",0.25
SCILAL,MISCELLANEOUS,2272.6,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SDBL,BREWERIES & DISTILLERIES,2492.91,"[-1.125, -0.6749999999999998, -0.75, -0.375, -0.375, 1.5]",1.5
SEAMECLTD,MISCELLANEOUS,2592.85,"[0.0, 0.0, 0.0, 1.5, 1.0499999999999998, 0.75]",0.75
SEIL,MISCELLANEOUS,1169.99,"[-1.5, -1.0499999999999998, -0.75, -1.875, 0.07500000000000018, 0.2999999999999998]",0.2999999999999998
SELAN,OIL DRILLING / ALLIED SERVICES,874.51,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SENCO,DIAMOND CUTTING / JEWELLERY,5540.59,"[0.25, 0.25, 0.0, -1.0, -1.7, -1.2]",-1.2
SENORES,PHARMACEUTICALS,2620.2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SEPC,ENGINEERING,2358.01,"[-1.5, -1.0499999999999998, -0.75, -1.875, -1.4249999999999998, -0.75]",-0.75
SEQUENT,PHARMACEUTICALS,3482.94,"[1.0499999999999998, 0.75, 0.375, 0.375, 0.0, 1.5]",1.5
SERVOTECH,ELECTRIC EQUIPMENT,2932.85,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 1.5]",1.5
SESHAPAPER,PAPER,1690.55,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SFL,MISCELLANEOUS,7129.520000000001,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.7]",0.7
SGFIN,FINANCE & INVESTMENTS,2694.46,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SGIL,CASTINGS & FORGINGS,662.76,"[0.375, 1.875, 1.0499999999999998, -0.75, -0.6749999999999998, 1.125]",1.125
SGLTL,ENGINEERING,2806.79,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SGMART,TRADING,3683.09,"[-0.375, 1.125, -0.4500000000000002, -0.2999999999999998, -0.375, 0.0]",0.0
SGRL,PHARMACEUTICALS,908.86,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SHAILY,PLASTICS PRODUCTS,7548.12,"[-0.25, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SHAKTIPUMP,PUMPS,11612.38,"[-3.05, -2.675, -2.85, -2.7, -1.7, 0.625]",0.625
SHALBY,HEALTHCARE,2088.92,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SHALPAINTS,PAINTS / VARNISHES,897.85,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SHANKARA,TRADING,1451.46,"[0.375, 0.375, 0.0, 0.0, 0.0, 0.0]",0.0
SHANTIGEAR,ENGINEERING,3684.66,"[-0.6749999999999998, -0.75, -0.375, -0.375, 0.0, 0.0]",0.0
SHARDACROP,PESTICIDES / AGROCHEMICALS,4926.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SHARDAMOTR,AUTO ANCILLARIES,4599.73,"[0.75, 0.5, 0.25, 0.0, 0.0, 0.0]",0.0
SHAREINDIA,FINANCE & INVESTMENTS,3515.5199999999995,"[-1.875, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SHILCTECH,ELECTRIC EQUIPMENT,4295.9,"[0.75, 0.375, 0.375, 0.0, 0.0, 0.0]",0.0
SHILPAMED,PHARMACEUTICALS,6285.02,"[0.7, 0.5, 0.25, 0.25, 0.0, 0.0]",0.0
SHIVACEM,CEMENT,946.97,"[-0.6749999999999998, -0.375, -1.875, -1.4249999999999998, -0.75, -0.375]",-0.375
SHIVALIK,PESTICIDES / AGROCHEMICALS,949.11,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SHIVTEXCHEM,TRADING,581.39,"[1.0499999999999998, 0.75, -1.125, -0.6749999999999998, -0.75, -0.375]",-0.375
SHK,CHEMICALS,2823.72,"[-1.125, -0.6749999999999998, -0.75, -1.875, -1.4249999999999998, -0.75]",-0.75
SHOPERSTOP,TEXTILES,5664.76,"[0.25, 0.25, 0.0, -1.0, -0.7, -0.5]",-0.5
SHRADDHA,CONSTRUCTION,646.45,"[0.0, 0.0, 0.0, -1.5, -1.0499999999999998, -0.75]",-0.75
SHREDIGCEM,CEMENT,1082.41,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SHREECEM,CEMENT,110984.4,"[-0.8250000000000002, -0.6749999999999998, -1.375, -0.7, -1.875, -1.45]",-1.45
SHREEPUSHK,DYES AND PIGMENTS,810.7,"[0.0, 0.0, 0.0, -1.5, -1.0499999999999998, -0.75]",-0.75
SHRIPISTON,AUTO ANCILLARIES,8117.729999999999,"[-1.0, -0.7, -0.5, -0.25, -0.25, 0.0]",0.0
SHRIRAMFIN,FINANCE & INVESTMENTS,125346.33,"[-3.25, -3.9499999999999997, -3.3, -1.975, -3.0, -1.5499999999999998]",-1.5499999999999998
SHRIRAMPPS,CONSTRUCTION,1244.44,"[0.75, 0.375, 0.375, -1.5, -1.0499999999999998, -0.75]",-0.75
SHRJAGP,PACKAGING,787.31,"[0.75, 0.375, 0.0, 0.0, 0.0, 0.0]",0.0
SHUKRAPHAR,PHARMACEUTICALS,856.0599999999998,"[-2.55, -1.7999999999999998, -1.125, -0.75, -1.875, -1.0499999999999998]",-1.0499999999999998
SHYAMMETL,STEEL,24435.22,"[-2.25, -4.25, -3.0, -2.875, -1.95, -1.125]",-1.125
SIEMENS,ELECTRIC EQUIPMENT,100970.89,"[0.5, -0.19999999999999996, -0.25, -0.25, -0.25, 1.5]",1.5
SIGACHI,PHARMACEUTICALS,1327.8,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SIGNATURE,CONSTRUCTION,15782.86,"[0.25, -1.575, -0.9249999999999998, -1.5, -2.475, -1.6749999999999998]",-1.6749999999999998
SIGNPOST,MISCELLANEOUS,1330.89,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SIKA,ENGINEERING,1366.36,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SILINV,FINANCE & INVESTMENTS,653.34,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SILVERTUC,COMPUTERS,902.57,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SIMPLEXINF,CONSTRUCTION,1802.5700000000002,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SINDHUTRAD,MISCELLANEOUS,2858.75,"[1.125, 0.75, 0.375, 0.0, 0.0, 0.0]",0.0
SIRCA,TRADING,1471.89,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SIS,MISCELLANEOUS,4798.05,"[0.0, 0.0, 0.0, 0.0, -1.0, -0.7]",-0.7
SIYSIL,TEXTILES,3313.8599999999997,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
