ticker,Industry,Market Capitalization,candle_score_rolled,candle_score
SJS,PLASTICS PRODUCTS,2894.49,"[0.75, 0.375, 0.375, 0.0, 0.0, 0.0]",0.0
SJVN,POWER GENERATION AND SUPPLY,36814.3,"[-1.4249999999999998, -2.675, -1.9249999999999998, -3.0, -1.7999999999999998, -1.125]",-1.125
SKFINDIA,BEARINGS,19216.76,"[-3.0, -2.0999999999999996, -1.0, -0.4, -1.5, -0.575]",-0.575
SKIPPER,ENGINEERING,4973.29,"[0.25, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SKMEGGPROD,FOOD,538.97,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SKYGOLD,DIAMOND CUTTING / JEWELLERY,4936.42,"[-0.5, -0.25, -0.25, 0.0, 0.0, 0.0]",0.0
SMCGLOBAL,FINANCE & INVESTMENTS,1163.57,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SMLISUZU,AUTOMOBILES,2484.56,"[0.0, -1.875, -1.0499999999999998, -0.75, -0.375, -0.375]",-0.375
SMSPHARMA,PHARMACEUTICALS,1776.45,"[0.75, 0.375, 0.375, 0.0, 0.0, 0.0]",0.0
SNOWMAN,MISCELLANEOUS,827.8799999999999,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SOBHA,CONSTRUCTION,12477.72,"[-0.375, -0.44999999999999996, 0.5, 1.95, 1.2999999999999998, 1.0]",1.0
SOLARA,PHARMACEUTICALS,1864.7400000000002,"[1.0499999999999998, 0.75, 0.375, -1.125, -1.0499999999999998, -0.75]",-0.75
SOLARINDS,CHEMICALS,106963.35,"[-1.25, -0.8999999999999999, 0.75, -1.9500000000000002, -1.5, -1.875]",-1.875
SOLARIUM,ENGINEERING,550.44,"[1.0499999999999998, 0.75, 0.375, 0.375, 0.0, 0.0]",0.0
SOMANYCERA,CERAMICS,1801.95,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SONACOMS,AUTO ANCILLARIES,28568.0,"[0.625, 0.25, 1.875, 1.5499999999999998, 2.6, 1.6749999999999998]",1.6749999999999998
SONATSOFTW,COMPUTERS,9224.62,"[0.7, 1.5, 0.95, 1.75, 0.95, 0.75]",0.75
SOTL,PETROCHEMICALS,2597.14,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SOUTHBANK,BANKS,6250.4,"[0.25, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SPAL,TEXTILES,1809.5400000000002,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SPANDANA,FINANCE & INVESTMENTS,1779.75,"[1.4249999999999998, 0.75, 0.375, -1.125, -1.0499999999999998, -0.75]",-0.75
SPARC,MISCELLANEOUS,4778.61,"[-1.0, -0.7, -0.5, -0.25, -0.25, 0.0]",0.0
SPECIALITY,HOTELS,693.12,"[0.0, -1.5, -2.55, -1.7999999999999998, -1.125, -0.75]",-0.75
SPECTRUM,ELECTRIC EQUIPMENT,2779.56,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SPELS,ELECTRONICS,608.8,"[-1.125, -1.0499999999999998, -0.75, -1.875, -1.4249999999999998, -0.75]",-0.75
SPENCERS,TRADING,588.29,"[0.0, -1.5, -1.0499999999999998, -0.75, -0.375, -0.375]",-0.375
SPIC,FERTILIZERS,1728.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SPICEJET,TRANSPORT,6033.03,"[0.7, 0.5, 0.25, 0.25, 0.0, 0.0]",0.0
SPLPETRO,PETROCHEMICALS,11903.95,"[0.625, 0.125, 0.75, 1.5, 1.0499999999999998, -0.75]",-0.75
SPMLINFRA,CONSTRUCTION,1534.7,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 1.5]",1.5
SPORTKING,TEXTILES,1135.89,"[0.0, 0.0, 0.0, 0.0, 1.5, 1.0499999999999998]",1.0499999999999998
SRAMSET,FINANCE & INVESTMENTS,550.61,"[0.375, 0.0, -1.5, -2.55, -1.7999999999999998, -1.125]",-1.125
SREEL,TRADING,540.68,"[0.0, 1.5, 1.0499999999999998, 0.75, 0.375, 0.375]",0.375
SRF,CHEMICALS,88497.66,"[-0.42500000000000004, 1.9500000000000002, 1.25, -0.375, -3.3, -0.375]",-0.375
SRGHFL,FINANCE,509.4700000000001,"[0.0, -1.5, -1.0499999999999998, -0.75, -0.375, -0.375]",-0.375
SRHHYPOLTD,CHEMICALS,906.14,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SRM,CONSTRUCTION,871.89,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SSWL,AUTO ANCILLARIES,3064.84,"[0.0, 0.0, 0.0, 0.0, 1.5, 2.55]",2.55
STALLION-BE,CHEMICALS,591.26,"[-1.5, 0.4500000000000002, 0.2999999999999998, 0.375, 0.0, 0.375]",0.375
STANLEY,MISCELLANEOUS,1854.8800000000003,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
STAR,PHARMACEUTICALS,5695.22,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
STARCEMENT,CEMENT,9132.44,"[-0.25, -0.25, -0.25, 0.0, 0.0, 0.0]",0.0
STARHEALTH,FINANCE & INVESTMENTS,22203.54,"[-0.825, -2.45, -1.5499999999999998, -2.75, -3.175, -3.175]",-3.175
STCINDIA,TRADING,705.9,"[1.0499999999999998, 0.75, 0.375, 0.375, -1.5, -1.0499999999999998]",-1.0499999999999998
STEELCAS,CASTINGS & FORGINGS,1883.36,"[0.0, -1.5, -1.0499999999999998, -0.75, -0.375, -0.375]",-0.375
STEELXIND,STEEL,1001.5899999999999,"[-1.125, 0.4500000000000002, 0.2999999999999998, 0.375, 0.0, 0.375]",0.375
STEL-BE,FINANCE & INVESTMENTS,710.53,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
STERTOOLS,FASTENERS,1130.77,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
STLTECH-BE,CABLES,4091.2300000000005,"[1.875, 1.0499999999999998, 0.75, -1.125, -0.6749999999999998, -0.75]",-0.75
STOVACQ,TEXTILE MACHINERY,525.06,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
STOVEKRAFT,DOMESTIC APPLIANCES,2188.31,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
STYLAMIND,MISCELLANEOUS,2915.15,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
STYLEBAAZA,TRADING,2467.63,"[-1.875, -1.4249999999999998, -1.125, 1.125, 0.6749999999999998, 0.75]",0.75
STYRENIX,PETROCHEMICALS,4819.66,"[0.25, 0.0, 0.0, -1.0, -0.7, -0.5]",-0.5
SUBEXLTD,COMPUTERS,675.89,"[0.0, 0.0, 0.0, 0.0, -1.5, 0.4500000000000002]",0.4500000000000002
SUBROS,AUTO ANCILLARIES,3819.2399999999993,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SUDARSCHEM,DYES AND PIGMENTS,8047.0,"[0.44999999999999996, 0.25, 0.0, 0.25, 0.0, 0.0]",0.0
SUDARSHAN,TRADING,698.15,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.5]",1.5
SUKHJITS,MISCELLANEOUS,630.67,"[-1.5, -1.0499999999999998, -0.75, -1.875, -1.4249999999999998, -0.75]",-0.75
SULA,BREWERIES & DISTILLERIES,2375.72,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SUMICHEM,PESTICIDES / AGROCHEMICALS,27567.8,"[-2.05, -1.325, -2.875, -1.525, -0.9, -0.25]",-0.25
SUMMITSEC,FINANCE & INVESTMENTS,2233.76,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SUNCLAY,CASTINGS & FORGINGS,4757.02,"[0.0, 0.0, 0.0, -1.0, -0.7, 0.5]",0.5
SUNDARMFIN,FINANCE & INVESTMENTS,54200.92,"[0.375, -1.125, -1.0499999999999998, -0.75, -0.375, -1.875]",-1.875
SUNDARMHLD,FINANCE & INVESTMENTS,7048.460000000001,"[0.7, 0.5, 0.25, -0.75, -0.7, -0.5]",-0.5
SUNDRMFAST,AUTO ANCILLARIES,18487.1,"[-0.875, -0.44999999999999996, -0.5, -1.75, -2.8, -1.7999999999999998]",-1.7999999999999998
SUNDROP,FOOD,2996.89,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SUNFLAG,STEEL,4321.64,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SUNPHARMA,PHARMACEUTICALS,409902.38,"[1.0, 1.5, 1.2, 0.5, 0.25, 0.25]",0.25
SUNSHIEL,CHEMICALS,590.46,"[0.0, 0.0, 0.0, -1.5, -1.0499999999999998, -0.75]",-0.75
SUNTECK,CONSTRUCTION,5670.57,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SUNTV,ENTERTAINMENT / ELECTRONIC MEDIA SOFTWARE,26354.43,"[-2.0, -1.075, -0.5, -2.25, -1.65, -1.0]",-1.0
SUPRAJIT,AUTO ANCILLARIES,5485.43,"[0.25, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SUPREMEIND,PLASTICS PRODUCTS,42236.45,"[0.025000000000000022, 1.375, 0.9249999999999998, -0.875, -2.175, -2.925]",-2.925
SUPRIYA,PHARMACEUTICALS,5887.33,"[0.0, 0.0, 0.0, -1.0, -0.7, -0.5]",-0.5
SURAJ,STEEL,501.43,"[-1.5, -2.55, -1.7999999999999998, -1.125, -0.75, -0.375]",-0.375
SURAJEST,CONSTRUCTION,1422.48,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SURAJLTD,STEEL,697.85,"[-1.0499999999999998, -0.75, -0.375, -0.375, 1.5, 1.0499999999999998]",1.0499999999999998
SURAKSHA,HEALTHCARE,1499.93,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SURYAROSNI,STEEL,5585.63,"[-0.75, -0.44999999999999996, -0.5, -1.25, -0.95, -0.5]",-0.5
SURYODAY,BANKS,1268.0,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SUTLEJTEX-BE,TEXTILES,625.83,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SUVEN,MISCELLANEOUS,2743.38,"[1.0499999999999998, 0.75, 0.375, 0.375, -1.5, -1.0499999999999998]",-1.0499999999999998
SUVENPHAR,PHARMACEUTICALS,30414.159999999996,"[-1.625, -2.8, -2.05, -0.125, -0.050000000000000044, -0.375]",-0.375
SUYOG-BE,TRANSMISSON LINE TOWERS / EQUIPMENT,1013.7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SUZLON,ELECTRIC EQUIPMENT,73472.1,"[-0.125, -2.175, -1.9249999999999998, -4.475, -3.0999999999999996, -2.0]",-2.0
SWANENERGY,DIVERSIFIED,12948.93,"[-2.0, -1.75, -1.25, -0.625, 0.875, 1.0499999999999998]",1.0499999999999998
SWARAJENG,ENGINES,4827.26,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
SWELECTES-BE,ELECTRIC EQUIPMENT,803.41,"[0.0, 0.0, -1.5, -1.0499999999999998, -0.75, -0.375]",-0.375
SWIGGY,MISCELLANEOUS,77031.51,"[-3.2, -2.25, -1.5, -2.375, -2.675, 0.050000000000000044]",0.050000000000000044
SWISSMLTRY,TRADING,627.47,"[-0.75, -0.6749999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SWSOLAR,ENGINEERING,6208.53,"[0.5, -0.75, -0.44999999999999996, -0.5, -1.25, -0.95]",-0.95
SYMPHONY,DOMESTIC APPLIANCES,7947.280000000001,"[0.25, 0.25, 0.0, 0.0, 0.0, 0.0]",0.0
SYNCOMF,PHARMACEUTICALS,1629.96,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
SYNGENE,MISCELLANEOUS,28847.830000000005,"[-1.5499999999999998, -3.25, -1.9, -2.0, -0.5, -0.5]",-0.5
SYRMA,ELECTRONICS,8895.21,"[-0.75, -0.44999999999999996, -0.5, -1.25, -0.95, -0.5]",-0.5
SYSTMTXC,FINANCE & INVESTMENTS,2024.15,"[-1.5, -1.0499999999999998, -0.75, -1.875, 0.07500000000000018, 0.2999999999999998]",0.2999999999999998
TAALENT,TRANSPORT,774.43,"[-1.5, -1.0499999999999998, 0.75, 0.6749999999999998, 0.375, 0.375]",0.375
TAJGVK,HOTELS,2818.43,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
TALBROAUTO,AUTO ANCILLARIES,1583.95,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
TANAA,MISCELLANEOUS,710.44,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.5]",1.5
TANFACIND,CHEMICALS,2909.74,"[2.25, -0.07500000000000018, -1.7999999999999998, -1.4249999999999998, -0.75, 0.75]",0.75
TANLA,COMPUTERS,6545.74,"[-1.0, -0.7, -0.5, -0.25, 0.75, 0.7]",0.7
TARC,CONSTRUCTION,4351.18,"[-0.375, -0.2999999999999998, -0.375, -0.375, -0.375, 0.0]",0.0
TARIL,ELECTRIC EQUIPMENT,17145.45,"[-3.925, -4.3, -3.425, -3.125, -2.075, -0.875]",-0.875
TARSONS,MISCELLANEOUS,1951.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
TASTYBITE,FOOD,2098.84,"[0.75, 0.375, 1.875, 1.0499999999999998, 0.75, 0.375]",0.375
TATACHEM,CHEMICALS,21471.19,"[-4.0, -2.8, 1.0, -0.40000000000000036, -0.5499999999999998, 0.0]",0.0
TATACOMM,TELECOMMUNICATIONS,44167.88,"[-0.8250000000000002, -1.6749999999999998, -2.425, 0.8999999999999999, -1.1, 0.9500000000000002]",0.9500000000000002
TATACONSUM,TEA,108745.9,"[-0.6, -2.95, -1.125, -1.925, -3.075, -2.275]",-2.275
TATAELXSI,COMPUTERS,30480.29,"[2.3, 0.875, 0.5, 1.375, 1.2, 0.85]",0.85
TATAINVEST,FINANCE & INVESTMENTS,31559.580000000005,"[-3.05, -2.5, -2.125, -3.35, -2.275, -1.125]",-1.125
TATAMOTORS,AUTOMOBILES,228630.15,"[1.125, 0.875, 0.725, -1.25, -0.9249999999999998, -0.625]",-0.625
TATAPOWER,POWER GENERATION AND SUPPLY,120975.50999999998,"[-0.5, -0.6749999999999998, -0.375, -1.875, -3.425, -2.15]",-2.15
TATASTEEL,STEEL,169526.29,"[-0.125, -0.44999999999999996, -0.125, -1.25, -0.95, -0.5]",-0.5
TATATECH,COMPUTERS,26384.609999999997,"[1.0, 2.0, -2.95, -2.05, -1.625, -0.625]",-0.625
TATVA,CHEMICALS,1638.24,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
TBOTEK,TRAVEL AGENCIES,12014.13,"[-0.875, -2.925, 1.975, 1.4249999999999998, 1.125, 0.5]",0.5
TBZ,DIAMOND CUTTING / JEWELLERY,1316.95,"[-1.125, -0.6749999999999998, -0.75, -1.875, -1.4249999999999998, 0.75]",0.75
TCC,CONSTRUCTION,1266.21,"[0.375, 0.375, 0.0, 0.0, 0.0, 0.0]",0.0
TCI,MISCELLANEOUS,8609.08,"[0.7, 0.5, -0.75, -0.44999999999999996, -0.5, -0.25]",-0.25
TCIEXP,MISCELLANEOUS,2486.43,"[0.375, 1.5, 1.0499999999999998, 0.75, 0.375, 0.375]",0.375
TCPLPACK,PACKAGING,3645.78,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
TCS,COMPUTERS,1179713.58,"[2.875, 1.575, 2.0, 0.6, 0.5, 0.125]",0.125
TDPOWERSYS,ELECTRIC EQUIPMENT,6766.68,"[0.0, 1.0, 0.7, 0.5, 0.25, 0.25]",0.25
TEAMLEASE,MISCELLANEOUS,3088.07,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
TECHM,COMPUTERS,127127.18999999999,"[4.45, 2.275, 3.125, 1.7999999999999998, 0.75, 0.025000000000000022]",0.025000000000000022
TECHNOE,ENGINEERING,11805.59,"[0.375, -1.5, -1.0499999999999998, -3.25, -2.125, -0.625]",-0.625
TECHNVISN,COMPUTERS,2716.09,"[2.925, 1.7999999999999998, 1.125, 2.25, 1.4249999999999998, 0.75]",0.75
TEGA,ENGINEERING,9606.38,"[0.0, 0.0, 0.0, 0.0, -1.0, -0.7]",-0.7
TEJASNET,TELECOMMUNICATIONS,15161.969999999998,"[-2.25, -5.125, -4.05, -2.625, -1.625, -1.5]",-1.5
TEMBO-BE,TRADING,534.04,"[0.375, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
TEXINFRA,CONSTRUCTION,1315.03,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
TEXRAIL,ENGINEERING,5494.59,"[0.25, 0.25, 0.0, -1.0, -0.7, -0.5]",-0.5
TFCILTD,FINANCE,1645.42,"[0.375, 1.5, 1.0499999999999998, 0.75, 0.375, 0.375]",0.375
TGVSL,CHLOR ALKALI / SODA ASH,1086.87,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
THANGAMAYL,DIAMOND CUTTING / JEWELLERY,6407.87,"[0.7, 0.5, 0.25, 0.25, 0.0, 0.0]",0.0
THEINVEST,FINANCE & INVESTMENTS,735.28,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 1.5]",1.5
THEJO,ENGINEERING,2007.28,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
THEMISMED,PHARMACEUTICALS,1188.69,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
THERMAX,ELECTRIC EQUIPMENT,38273.01,"[1.75, 1.25, -1.875, -2.125, -2.95, -1.825]",-1.825
THOMASCOOK,TRAVEL AGENCIES,6536.04,"[0.0, 0.0, 0.0, -1.0, -0.7, -0.5]",-0.5
THYROCARE,HEALTHCARE,3762.54,"[1.7999999999999998, 1.125, 0.375, 0.375, 0.0, 0.0]",0.0
TI,BREWERIES & DISTILLERIES,4703.35,"[0.25, 0.25, 0.0, 0.0, 0.0, 0.0]",0.0
TICL,CONSTRUCTION,545.61,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
TIGERLOGS,MISCELLANEOUS,602.1,"[-1.125, -0.6749999999999998, -0.375, -0.375, -1.875, -1.0499999999999998]",-1.0499999999999998
TIIL,STEEL,5447.89,"[-0.75, -0.44999999999999996, -0.5, -0.25, 0.75, 0.7]",0.7
TIINDIA,STEEL,49843.03,"[-0.375, -0.2999999999999998, 2.25, 1.7249999999999996, 1.125, 0.75]",0.75
TIL,ENGINEERING,1585.45,"[0.75, 0.375, 0.375, 0.0, -1.5, -1.0499999999999998]",-1.0499999999999998
TIMETECHNO,PLASTICS PRODUCTS,8126.33,"[-0.75, -0.7, -0.5, -0.25, -0.25, 0.0]",0.0
TIMEX,MISCELLANEOUS,1648.0,"[-0.75, -0.6749999999999998, -0.375, -1.875, 0.07500000000000018, 0.2999999999999998]",0.2999999999999998
TIMKEN,BEARINGS,19062.3,"[-2.625, -3.375, -2.55, -2.375, 1.3, 1.2249999999999996]",1.2249999999999996
TINNARUBR,MISCELLANEOUS,1711.35,"[-1.125, -1.0499999999999998, -0.75, -1.875, -1.4249999999999998, -0.75]",-0.75
TIPSMUSIC,ENTERTAINMENT / ELECTRONIC MEDIA SOFTWARE,8281.57,"[-0.25, 0.0, -0.25, 0.0, 0.0, 0.0]",0.0
TIRUMALCHM,CHEMICALS,2721.0,"[-0.75, -0.375, -0.375, -1.5, -1.0499999999999998, -0.75]",-0.75
TITAGARH,ENGINEERING,10605.6,"[-0.8, -2.05, -1.5499999999999998, -0.875, -1.25, -0.725]",-0.725
TITAN,DIAMOND CUTTING / JEWELLERY,290803.22,"[0.75, -1.0, -0.7999999999999998, -0.75, -0.375, -0.375]",-0.375
TMB,BANKS,6720.460000000001,"[0.7, 0.5, 0.25, 0.25, 1.0, 0.7]",0.7
TNPETRO,PETROCHEMICALS,656.87,"[1.0499999999999998, 0.75, 0.375, 0.375, 0.0, 0.0]",0.0
TNPL,PAPER,905.96,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
TORNTPHARM,PHARMACEUTICALS,108675.03,"[-3.125, 0.7750000000000004, 0.5999999999999996, -0.75, -2.55, -2.55]",-2.55
TORNTPOWER,POWER GENERATION AND SUPPLY,81209.08,"[-2.875, -1.75, -1.25, -0.625, -1.625, -1.7]",-1.7
TOTEM,ENGINEERING,840.9799999999999,"[1.875, 1.0499999999999998, 2.25, 1.4249999999999998, 1.125, 0.375]",0.375
TPLPLASTEH,PACKAGING,599.44,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
TRACXN,COMPUTERS,553.51,"[1.4249999999999998, 0.75, 0.375, 0.375, 0.0, 0.0]",0.0
TRANSPEK,CHEMICALS,699.76,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
TRANSRAILL,ENGINEERING,6602.75,"[0.5, 0.25, 0.0, -1.0, -0.7, -0.5]",-0.5
TRANSWORLD,SHIPPING,620.67,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
TREL,MISCELLANEOUS,865.32,"[-2.55, -1.7999999999999998, -1.125, -0.75, -0.375, 0.0]",0.0
TRENT,TRADING,172855.82,"[-0.75, -0.7, 0.5, -2.55, -3.3499999999999996, -0.7999999999999998]",-0.7999999999999998
TRIDENT,TEXTILES,13453.540000000003,"[-1.125, -2.175, -1.7999999999999998, -5.125, -3.55, -2.375]",-2.375
TRITURBINE,ELECTRIC EQUIPMENT,16011.45,"[-0.75, 0.7250000000000001, 0.6749999999999998, 0.25, -1.625, 1.8250000000000002]",1.8250000000000002
TRIVENI,SUGAR,8533.79,"[0.7, 0.5, 0.25, 0.25, 0.0, 0.0]",0.0
TTKHLTCARE,DIVERSIFIED,1759.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
TTKPRESTIG,DOMESTIC APPLIANCES,9214.54,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1.0
TTML,TELECOMMUNICATIONS,11430.43,"[-1.825, -3.05, -2.05, -2.375, -3.45, -1.275]",-1.275
TUTIALKA,CHLOR ALKALI / SODA ASH,986.75,"[0.0, 0.0, 0.0, 0.0, -1.5, -1.0499999999999998]",-1.0499999999999998
TVSELECT,COMPUTERS,630.49,"[0.75, 0.375, 0.375, 0.0, 0.0, 1.5]",1.5
TVSHLTD,FINANCE & INVESTMENTS,18255.44,"[1.0, 0.25, 0.025000000000000022, -1.75, -2.675, -1.9249999999999998]",-1.9249999999999998
TVSMOTOR,AUTOMOBILES,123130.67999999998,"[-2.275, -0.575, -3.3, -2.3499999999999996, -1.0, -0.15000000000000002]",-0.15000000000000002
TVSSCS,MISCELLANEOUS,5009.5,"[-1.0, -0.7, -0.5, -0.25, -0.25, 0.0]",0.0
TVSSRICHAK,TYRES,2100.37,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
TVTODAY,ENTERTAINMENT / ELECTRONIC MEDIA SOFTWARE,988.9799999999999,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
UBL,BREWERIES & DISTILLERIES,54545.46,"[-1.95, -1.5499999999999998, -1.0, -0.625, -0.375, 0.0]",0.0
UCOBANK,BANKS,36866.3,"[-1.2, -1.2999999999999998, 0.5, 0.4249999999999998, 1.875, 1.4249999999999998]",1.4249999999999998
UDAICEMENT,CEMENT,1594.16,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
UDS,MISCELLANEOUS,2007.6,"[-1.5, -1.0499999999999998, -0.75, -0.375, -1.875, -1.0499999999999998]",-1.0499999999999998
UEL-BE,ELECTRIC EQUIPMENT,4530.56,"[0.95, -0.5]",-0.5
UFLEX,PACKAGING,3792.8900000000003,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
UGROCAP,FINANCE & INVESTMENTS,1721.0899999999997,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
UJJIVANSFB,BANKS,7685.839999999999,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
ULTRACEMCO,CEMENT,345656.57,"[0.7, -0.5, -2.95, -5.0, -2.5999999999999996, -1.675]",-1.675
ULTRAMAR,DYES AND PIGMENTS,1316.77,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
UNIABEXAL,CASTINGS & FORGINGS,538.57,"[0.0, 0.0, 0.0, 0.0, 0.0, -1.5]",-1.5
UNICHEMLAB,PHARMACEUTICALS,4235.63,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
UNIECOM,COMPUTERS,1324.45,"[-1.5, -1.0499999999999998, -0.75, -0.375, -0.375, 1.5]",1.5
UNIENTER,TRADING,1063.77,"[0.0, 0.0, 0.0, 0.0, 1.5, 1.0499999999999998]",1.0499999999999998
UNIMECH,ENGINEERING,5057.19,"[-1.7, -2.2, -0.44999999999999996, -0.30000000000000004, 0.0, 0.0]",0.0
UNIONBANK,BANKS,92290.28,"[-2.625, -2.2249999999999996, -1.5, -0.75, -2.25, -1.0499999999999998]",-1.0499999999999998
UNIPARTS,ENGINEERING,1446.99,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
UNITDSPR,BREWERIES & DISTILLERIES,108553.49000000002,"[-2.325, -1.0, -0.775, 0.875, 0.04999999999999982, 0.525]",0.525
UNITECH,CONSTRUCTION,1656.1,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
UNIVCABLES,CABLES,1509.26,"[0.0, 0.0, 0.0, 0.0, -1.5, 0.4500000000000002]",0.4500000000000002
UNOMINDA,AUTO ANCILLARIES,50497.72,"[0.5, 0.125, 1.125, 0.7, -1.0, 0.7000000000000002]",0.7000000000000002
UPHOT,HOTELS,918.0,"[0.0, 0.0, 0.0, 0.0]",0.0
UPL,PESTICIDES / AGROCHEMICALS,53164.41000000001,"[-2.5, -0.47499999999999964, -2.95, -1.75, -0.625, 1.95]",1.95
URAVIDEF-BE,AUTO ANCILLARIES,503.82,"[0.375, 0.375, 0.0, 1.5, 1.0499999999999998, 0.75]",0.75
URJA,AUTOMOBILES,617.41,"[1.5, 0.75, -1.125, -1.0499999999999998, -0.75, 1.125]",1.125
USHAMART,STEEL,9425.65,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.7]",0.7
UTIAMC,FINANCE & INVESTMENTS,13032.87,"[-0.75, -2.175, -2.3, -5.475, -3.8, -2.5]",-2.5
UTKARSHBNK,BANKS,2649.39,"[-1.125, -1.0499999999999998, -0.75, -0.375, -0.375, 0.0]",0.0
UTTAMSUGAR,SUGAR,1073.95,"[-0.75, -0.6749999999999998, -0.75, -1.875, -1.4249999999999998, -0.75]",-0.75
V2RETAIL-BE,TEXTILES,5966.67,"[0.5, 0.25, -1.0, -0.7, -0.5, -0.25]",-0.25
VADILALIND,FOOD,4160.75,"[0.75, 0.375, -1.5, -1.0499999999999998, -0.75, -0.375]",-0.375
VADILENT,TRADING,1001.9100000000001,"[0.375, 0.375, 0.0, 0.0, 0.0, 0.0]",0.0
VAIBHAVGBL,DIAMOND CUTTING / JEWELLERY,3676.5,"[1.0499999999999998, 0.75, 0.375, 0.375, 0.0, 0.0]",0.0
