date,ticker,open,high,low,close,volume,signi,trend_pattern,adx_pattern,dema_pattern,macd_pattern,strend_pattern,rsi_pattern,stoch_pattern,obv_pattern,volprice_pattern,candle_pattern,Industry,Market Capitalization
2025-04-04,20MICRONS,204.61,206.0,192.0,198.27,146828,NA,NA,NA,NA,NA,NA,NA,NA,NA,bearish volprice,NA,Mining / Minerals / Metals,722.51
2025-04-07,20MICRONS,180.0,194.89,168.0,190.01,172631,NA,NA,NA,NA,NA,NA,NA,NA,NA,bearish volprice,NA,Mining / Minerals / Metals,722.51
2025-04-08,20MICRONS,198.0,198.99,187.92,191.13,84100,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Mining / Minerals / Metals,722.51
2025-04-09,20MICRONS,190.9,192.09,185.11,190.32,45504,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Mining / Minerals / Metals,722.51
2025-04-11,20MICRONS,196.6,199.79,192.16,195.15,43483,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Mining / Minerals / Metals,722.51
2025-04-15,20MICRONS,199.11,207.03,198.05,204.64,84307,NA,NA,NA,NA,NA,NA,NA,NA,NA,bullish volprice,NA,Mining / Minerals / Metals,722.51
2025-04-16,20MICRONS,205.15,208.58,204.02,206.24,58695,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Mining / Minerals / Metals,722.51
2025-04-17,20MICRONS,207.9,224.45,206.24,218.38,333590,NA,NA,NA,NA,NA,NA,NA,NA,NA,bullish volprice,NA,Mining / Minerals / Metals,722.51
2025-04-21,20MICRONS,220.3,221.99,216.75,218.62,94696,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Mining / Minerals / Metals,722.51
2025-04-22,20MICRONS,218.0,232.65,215.21,227.47,242827,NA,NA,NA,NA,NA,NA,NA,NA,NA,bullish volprice,NA,Mining / Minerals / Metals,722.51
2025-04-04,360ONE,912.5,931.8,837.95,849.35,962981,,,,bearish DEMA,,,,,,bearish volprice,,Finance & Investments,36679.65
2025-04-07,360ONE,806.6,897.95,790.5,886.55,919861,,,,,,,,,,,,Finance & Investments,36679.65
2025-04-08,360ONE,883.0,889.8,843.05,847.7,880189,,,,,,,,,,,,Finance & Investments,36679.65
2025-04-09,360ONE,848.05,852.75,804.3,808.55,554023,,,,,,,,,,,,Finance & Investments,36679.65
2025-04-11,360ONE,825.95,880.9,812.0,870.2,1958890,,,,,,,,,,bullish volprice,,Finance & Investments,36679.65
2025-04-15,360ONE,900.0,950.0,895.0,938.7,2860927,,,,,bullish MACD,Strend_bullish,,,bullish VOLEMA,bullish volprice,,Finance & Investments,36679.65
2025-04-16,360ONE,933.95,958.0,917.3,943.75,866333,,,,bullish DEMA,,,,,,,,Finance & Investments,36679.65
2025-04-17,360ONE,954.95,990.6,950.05,956.8,2754876,,,,,,,,,bullish VOLEMA,bullish volprice,,Finance & Investments,36679.65
2025-04-21,360ONE,968.0,985.5,948.0,954.25,2264748,,,,,,,,,,,,Finance & Investments,36679.65
2025-04-22,360ONE,975.0,997.0,953.0,990.6,2088701,,,,,,,,,,,,Finance & Investments,36679.65
2025-04-04,3BBLACKBIO,1716.0,1748.0,1700.0,1727.25,1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Healthcare,1523.46
2025-04-07,3BBLACKBIO,1502.0,1699.75,1502.0,1685.55,8584,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Healthcare,1523.46
2025-04-08,3BBLACKBIO,1698.0,1749.0,1698.0,1732.0,3133,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Healthcare,1523.46
2025-04-09,3BBLACKBIO,1702.0,1733.9,1670.0,1712.25,2228,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Healthcare,1523.46
2025-04-11,3BBLACKBIO,1778.0,1778.0,1721.5,1736.9,4576,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Healthcare,1523.46
2025-04-15,3BBLACKBIO,1800.0,1840.0,1750.0,1767.4,10835,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Healthcare,1523.46
2025-04-16,3BBLACKBIO,1783.95,1829.0,1770.0,1773.45,7340,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Healthcare,1523.46
2025-04-17,3BBLACKBIO,1774.05,1809.9,1768.0,1781.45,4562,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Healthcare,1523.46
2025-04-21,3BBLACKBIO,1837.9,1837.9,1806.25,1819.5,2611,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Healthcare,1523.46
2025-04-22,3BBLACKBIO,1810.0,1829.0,1780.0,1805.95,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Healthcare,1523.46
2025-04-04,3MINDIA,28996.0,29179.95,27971.0,28326.1,2896,,,,,bearish MACD,,,,,bearish volprice,,Diversified - Large,33298.8
2025-04-07,3MINDIA,27499.95,27957.75,26820.1,27429.7,3942,,,,,bearish MACD,,,,,bearish volprice,,Diversified - Large,33298.8
2025-04-08,3MINDIA,27850.0,28399.9,27504.05,28251.15,2662,,,,,,,,,,,,Diversified - Large,33298.8
2025-04-09,3MINDIA,27902.0,28156.8,27829.15,28028.1,1022,,,,,,,,,,,,Diversified - Large,33298.8
2025-04-11,3MINDIA,28388.0,29199.5,28200.25,29006.3,4190,,,,,bullish MACD,,,,,bullish volprice,,Diversified - Large,33298.8
2025-04-15,3MINDIA,29665.0,30535.0,29185.0,30385.0,10539,,,,,,,,,bullish OBV,bullish volprice,,Diversified - Large,33298.8
2025-04-16,3MINDIA,30295.0,31160.0,30015.0,30715.0,7543,,,,,,,,bearish stochastic,,,,Diversified - Large,33298.8
2025-04-17,3MINDIA,30720.0,30840.0,30150.0,30335.0,2590,,,adx strong trend,,,,,bearish stochastic,,,,Diversified - Large,33298.8
2025-04-21,3MINDIA,30335.0,30465.0,30005.0,30090.0,6437,,,adx strong trend,,,,,,,,,Diversified - Large,33298.8
2025-04-22,3MINDIA,30095.0,30300.0,29840.0,30005.0,6534,Close to resistance,,adx strong trend,,,,,,bearish OBV,,,Diversified - Large,33298.8
2025-04-04,5PAISA,378.0,378.0,349.8,354.85,62533,NA,NA,NA,NA,NA,NA,NA,NA,NA,bearish volprice,NA,Finance & Investments,1180.28
2025-04-07,5PAISA,321.0,363.05,320.6,350.4,45424,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Finance & Investments,1180.28
2025-04-08,5PAISA,351.3,364.0,351.3,362.3,18174,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Finance & Investments,1180.28
2025-04-09,5PAISA,360.0,372.8,354.0,365.5,18818,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Finance & Investments,1180.28
2025-04-11,5PAISA,375.0,382.0,364.0,366.95,42237,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Finance & Investments,1180.28
2025-04-15,5PAISA,375.0,382.0,370.45,378.55,26399,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Finance & Investments,1180.28
2025-04-16,5PAISA,378.0,392.95,378.0,385.75,30542,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Finance & Investments,1180.28
2025-04-17,5PAISA,385.0,387.9,376.6,380.6,23610,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Finance & Investments,1180.28
2025-04-21,5PAISA,386.25,409.9,381.5,394.05,75413,NA,NA,NA,NA,NA,NA,NA,NA,NA,bullish volprice,NA,Finance & Investments,1180.28
2025-04-22,5PAISA,394.0,405.7,387.15,394.65,50681,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Finance & Investments,1180.28
2025-04-04,63MOONS,810.0,810.0,769.85,769.85,241075,NA,NA,NA,NA,NA,NA,NA,NA,NA,bearish volprice,NA,Computers - Software - Medium / Small,3434.23
2025-04-07,63MOONS,731.35,740.85,731.35,731.35,80341,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Computers - Software - Medium / Small,3434.23
2025-04-08,63MOONS,760.0,760.0,720.3,728.4,175456,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Computers - Software - Medium / Small,3434.23
2025-04-09,63MOONS,720.0,726.25,692.0,692.0,179804,NA,NA,NA,NA,NA,NA,NA,NA,NA,bearish volprice,NA,Computers - Software - Medium / Small,3434.23
2025-04-11,63MOONS,717.0,722.0,682.75,709.95,188974,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Computers - Software - Medium / Small,3434.23
2025-04-15,63MOONS,721.1,745.4,717.7,745.4,228971,NA,NA,NA,NA,NA,NA,NA,NA,NA,bullish volprice,NA,Computers - Software - Medium / Small,3434.23
2025-04-16,63MOONS,746.0,756.3,735.2,741.1,223899,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Computers - Software - Medium / Small,3434.23
2025-04-17,63MOONS,727.05,739.0,712.0,717.2,122805,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Computers - Software - Medium / Small,3434.23
2025-04-21,63MOONS,723.75,753.0,714.55,735.1,229874,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Computers - Software - Medium / Small,3434.23
2025-04-22,63MOONS,738.0,750.45,727.0,735.0,68287,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Computers - Software - Medium / Small,3434.23
2025-04-04,A1L,480.0,491.0,474.4,479.0,73691,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,553.16
2025-04-07,A1L,472.0,481.95,462.1,477.1,94231,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,553.16
2025-04-08,A1L,480.05,485.0,470.2,483.6,50886,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,553.16
2025-04-09,A1L,486.0,498.4,480.1,486.4,35496,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,553.16
2025-04-11,A1L,508.0,508.0,480.0,494.25,51413,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,553.16
2025-04-15,A1L,490.0,512.5,481.0,494.85,75405,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,553.16
2025-04-16,A1L,492.0,514.95,481.0,504.5,33537,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,553.16
2025-04-17,A1L,504.5,522.0,495.0,519.9,48214,NA,NA,NA,NA,NA,NA,NA,NA,NA,bullish volprice,NA,Trading,553.16
2025-04-21,A1L,511.95,535.0,511.95,528.6,36424,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,553.16
2025-04-22,A1L,528.95,545.0,527.0,535.0,89836,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,553.16
2025-04-04,AADHARHFC,457.6,467.9,433.85,449.85,2091355,,,,,,,,,bearish OBV,bearish volprice,,Finance - Housing,20238.4
2025-04-07,AADHARHFC,415.0,436.25,405.0,430.2,1166773,,,,,bearish MACD,,,,,,,Finance - Housing,20238.4
2025-04-08,AADHARHFC,445.0,457.0,433.65,454.2,1396632,,,,,bullish MACD,,,,bullish VOLEMA,bullish volprice,,Finance - Housing,20238.4
2025-04-09,AADHARHFC,455.75,462.8,450.65,459.4,993387,,,,,,,,,,,,Finance - Housing,20238.4
2025-04-11,AADHARHFC,465.95,468.35,454.05,463.4,541790,,,adx strong trend,,,,,,,,,Finance - Housing,20238.4
2025-04-15,AADHARHFC,471.95,472.4,463.6,467.7,481923,,,adx strong trend,,,,,,,,,Finance - Housing,20238.4
2025-04-16,AADHARHFC,470.0,489.0,465.7,485.1,707156,,uptrend,adx strong trend,,,,,,bullish VOLEMA,bullish volprice,,Finance - Housing,20238.4
2025-04-17,AADHARHFC,485.1,491.3,480.9,485.35,645436,,uptrend,adx strong trend,,,,,bearish stochastic,,,doji_bullish,Finance - Housing,20238.4
2025-04-21,AADHARHFC,486.0,487.85,471.0,479.75,935707,,,adx strong trend,,,,,bearish stochastic,,bearish volprice,,Finance - Housing,20238.4
2025-04-22,AADHARHFC,479.75,483.95,470.5,471.55,330660,Close to support,,adx strong trend,,bearish MACD,,,,,,,Finance - Housing,20238.4
2025-04-04,AARTIDRUGS,348.5,348.65,327.6,332.9,286146,NA,NA,NA,NA,NA,NA,NA,NA,NA,bearish volprice,NA,Pharmaceuticals - Indian - Bulk Drugs,3170.39
2025-04-07,AARTIDRUGS,317.0,324.95,312.0,321.75,180561,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs,3170.39
2025-04-08,AARTIDRUGS,327.5,332.8,323.8,330.3,117750,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs,3170.39
2025-04-09,AARTIDRUGS,330.3,330.3,320.2,322.4,72004,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs,3170.39
2025-04-11,AARTIDRUGS,330.6,331.05,325.85,329.15,116429,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs,3170.39
2025-04-15,AARTIDRUGS,333.0,357.85,331.2,355.25,311504,NA,NA,NA,NA,NA,NA,NA,NA,NA,bullish volprice,NA,Pharmaceuticals - Indian - Bulk Drugs,3170.39
2025-04-16,AARTIDRUGS,350.5,359.9,350.5,358.25,113837,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs,3170.39
2025-04-17,AARTIDRUGS,359.5,361.55,352.6,357.45,108833,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs,3170.39
2025-04-21,AARTIDRUGS,358.1,363.85,355.6,361.65,104338,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs,3170.39
2025-04-22,AARTIDRUGS,364.0,364.35,358.05,361.0,104700,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs,3170.39
2025-04-04,AARTIIND,398.45,400.35,372.0,374.05,2290992,,,,,bearish MACD,Strend_bearish,,,bearish OBV,bearish volprice,,Chemicals,14308.68
2025-04-07,AARTIIND,357.55,360.75,344.2,355.1,2097108,,,,,,,,,,,,Chemicals,14308.68
2025-04-08,AARTIIND,364.9,368.0,355.5,364.0,1039376,,,,,,,,,,,,Chemicals,14308.68
2025-04-09,AARTIIND,364.0,364.5,354.2,357.75,655151,,,,,,,,,,,,Chemicals,14308.68
2025-04-11,AARTIIND,367.05,387.1,362.8,382.95,2925148,,,,,bullish MACD,,,,bullish OBV,bullish volprice,,Chemicals,14308.68
2025-04-15,AARTIIND,387.9,401.5,386.1,398.35,2101013,,,,,bullish MACD,Strend_bullish,,,,,,Chemicals,14308.68
2025-04-16,AARTIIND,399.0,407.8,396.05,404.2,1527743,,,,,,,,,,,,Chemicals,14308.68
2025-04-17,AARTIIND,402.95,405.9,398.3,399.75,1260779,,,,,,,,,,,,Chemicals,14308.68
2025-04-21,AARTIIND,401.1,426.5,399.05,421.65,3765360,,,,bullish DEMA,,,,,bullish VOLEMA,bullish volprice,,Chemicals,14308.68
2025-04-22,AARTIIND,427.0,444.8,421.95,437.6,4993214,Close to support,,,,,,,,bullish VOLEMA,bullish volprice,,Chemicals,14308.68
2025-04-04,AARTIPHARM,804.0,807.0,691.0,695.85,2187153,NA,NA,NA,NA,NA,NA,NA,NA,NA,bearish volprice,NA,Pharmaceuticals - Indian - Bulk Drugs & Formln,6344.47
2025-04-07,AARTIPHARM,585.0,655.85,574.45,649.75,1362284,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs & Formln,6344.47
2025-04-08,AARTIPHARM,670.0,680.0,638.0,642.85,598317,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs & Formln,6344.47
2025-04-09,AARTIPHARM,633.25,637.6,594.1,624.4,949811,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs & Formln,6344.47
2025-04-11,AARTIPHARM,667.35,681.0,647.3,679.4,910552,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs & Formln,6344.47
2025-04-15,AARTIPHARM,703.4,723.85,686.0,713.45,536588,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs & Formln,6344.47
2025-04-16,AARTIPHARM,719.8,720.25,705.05,717.25,240378,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs & Formln,6344.47
2025-04-17,AARTIPHARM,716.0,736.65,709.4,733.6,336064,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs & Formln,6344.47
2025-04-21,AARTIPHARM,733.6,737.3,708.0,712.85,375021,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs & Formln,6344.47
2025-04-22,AARTIPHARM,710.0,717.15,685.4,714.1,549774,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Pharmaceuticals - Indian - Bulk Drugs & Formln,6344.47
2025-04-04,AAVAS,2093.5,2099.0,2016.35,2052.1,277167,,,adx strong trend,,,,bearish rsi,,,bearish volprice,,Finance - Housing,15957.44
2025-04-07,AAVAS,1674.2,2025.0,1674.2,1978.95,288464,,,adx strong trend,,bearish MACD,,,,,bearish volprice,,Finance - Housing,15957.44
2025-04-08,AAVAS,2029.85,2093.95,2021.0,2083.35,192735,,,adx strong trend,,bullish MACD,,,,,,,Finance - Housing,15957.44
2025-04-09,AAVAS,2061.05,2093.4,2025.75,2043.7,126793,,,adx strong trend,,,,,,,,,Finance - Housing,15957.44
2025-04-11,AAVAS,2060.0,2080.0,1936.0,2028.15,568252,,,adx strong trend,,,,,,,,,Finance - Housing,15957.44
2025-04-15,AAVAS,2026.8,2026.9,1976.7,2004.8,244805,,,adx strong trend,,bearish MACD,,,,,,,Finance - Housing,15957.44
2025-04-16,AAVAS,2003.3,2040.0,1988.7,2030.9,138389,,,adx strong trend,,,,,,,,,Finance - Housing,15957.44
2025-04-17,AAVAS,2030.0,2034.0,1988.1,2024.3,152637,,,adx strong trend,,,,,,,,,Finance - Housing,15957.44
2025-04-21,AAVAS,2024.3,2199.0,2020.7,2166.3,817238,,,adx strong trend,,bullish MACD,,,,,bullish volprice,,Finance - Housing,15957.44
2025-04-22,AAVAS,2166.4,2234.0,2147.6,2223.0,245419,,,adx strong trend,,,,,,,,,Finance - Housing,15957.44
2025-04-04,AAYUSHBULL,795.0,795.0,773.5,781.5,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,1215.79
2025-04-07,AAYUSHBULL,775.0,800.0,774.0,776.7,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,1215.79
2025-04-08,AAYUSHBULL,778.0,800.0,775.0,797.65,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,1215.79
2025-04-09,AAYUSHBULL,795.0,795.0,788.0,795.0,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,1215.79
2025-04-11,AAYUSHBULL,770.05,796.0,770.05,796.0,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,1215.79
2025-04-15,AAYUSHBULL,794.0,828.0,793.95,811.5,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,1215.79
2025-04-16,AAYUSHBULL,800.0,812.0,793.0,809.0,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,1215.79
2025-04-17,AAYUSHBULL,805.0,813.0,803.0,810.0,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,1215.79
2025-04-21,AAYUSHBULL,811.0,819.5,810.0,819.5,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,1215.79
2025-04-22,AAYUSHBULL,805.0,820.0,805.0,820.0,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Trading,1215.79
2025-04-04,ABB,5325.0,5331.05,5075.7,5095.9,457097,,,,,,Strend_bearish,,,,bearish volprice,,Electric Equipment,111441.56
2025-04-07,ABB,4684.45,5022.35,4684.45,4963.55,765239,,,,,,,,,,bearish volprice,,Electric Equipment,111441.56
2025-04-08,ABB,5041.05,5119.95,4970.0,5064.4,304029,,,,,,,,,,,,Electric Equipment,111441.56
2025-04-09,ABB,5074.0,5090.9,4970.0,5036.2,353532,,,,,,,,,,,,Electric Equipment,111441.56
2025-04-11,ABB,5149.5,5173.95,5052.05,5143.3,416323,,,,,,,,,,bullish volprice,,Electric Equipment,111441.56
2025-04-15,ABB,5220.0,5288.5,5158.5,5246.5,334196,,,,,bullish MACD,,,,,,,Electric Equipment,111441.56
2025-04-16,ABB,5280.0,5457.5,5252.5,5379.5,566818,,,,,bullish MACD,Strend_bullish,,,,bullish volprice,,Electric Equipment,111441.56
2025-04-17,ABB,5422.5,5645.0,5294.5,5571.5,1143784,,,,,,,,,bullish OBV,bullish volprice,,Electric Equipment,111441.56
2025-04-21,ABB,5678.5,5699.0,5519.0,5629.0,684672,,,,,,,,,,,,Electric Equipment,111441.56
2025-04-22,ABB,5649.0,5704.0,5591.5,5692.0,257286,,uptrend,,,,,,,,,,Electric Equipment,111441.56
2025-04-04,ABBOTINDIA,29909.3,30090.55,28829.15,29077.4,9166,,,,bearish DEMA,,Strend_bearish,,,,,,Pharmaceuticals - Multinational,64281.24
2025-04-07,ABBOTINDIA,27501.0,29400.05,27500.05,28965.7,14086,,,,,,,,,bearish OBV,,,Pharmaceuticals - Multinational,64281.24
2025-04-08,ABBOTINDIA,29498.9,29554.85,28900.1,29398.95,6460,,,,,,,,,,,,Pharmaceuticals - Multinational,64281.24
2025-04-09,ABBOTINDIA,29009.6,29600.05,28975.55,29108.05,5194,,,,,,,,,,,,Pharmaceuticals - Multinational,64281.24
2025-04-11,ABBOTINDIA,29499.0,29750.0,29311.9,29641.1,5580,,,,,,,,,,bullish volprice,,Pharmaceuticals - Multinational,64281.24
2025-04-15,ABBOTINDIA,29645.0,31195.0,29580.0,30950.0,11843,,,,,bullish MACD,Strend_bullish,,,bullish OBV,bullish volprice,,Pharmaceuticals - Multinational,64281.24
2025-04-16,ABBOTINDIA,30950.0,31390.0,30435.0,30710.0,9589,,,,,,,,,,,,Pharmaceuticals - Multinational,64281.24
2025-04-17,ABBOTINDIA,30755.0,30975.0,30580.0,30690.0,4806,,,,,,,,bearish stochastic,,,,Pharmaceuticals - Multinational,64281.24
2025-04-21,ABBOTINDIA,31000.0,31220.0,30600.0,30915.0,7917,,,,,,,,,bullish OBV,,,Pharmaceuticals - Multinational,64281.24
2025-04-22,ABBOTINDIA,30915.0,31140.0,30640.0,31005.0,3339,Close to support,,,,,,,,,,,Pharmaceuticals - Multinational,64281.24
2025-04-04,ABCAPITAL,192.75,193.03,185.97,188.26,4501520,,,adx strong trend,,bearish MACD,,,bearish stochastic,,,,Finance & Investments,49311.61
2025-04-07,ABCAPITAL,169.43,181.7,169.43,179.34,10219908,,,adx strong trend,,,,,,bearish VOLEMA,bearish volprice,,Finance & Investments,49311.61
2025-04-08,ABCAPITAL,183.78,187.76,181.11,184.02,4734526,,,adx strong trend,,,,,,,,,Finance & Investments,49311.61
2025-04-09,ABCAPITAL,184.0,185.49,180.4,181.95,5739540,,,,,bearish MACD,,,,bearish VOLEMA,bearish volprice,,Finance & Investments,49311.61
2025-04-11,ABCAPITAL,184.0,188.0,183.9,185.33,4469518,,,,,bullish MACD,,,,,,,Finance & Investments,49311.61
2025-04-15,ABCAPITAL,188.0,191.0,186.69,190.64,3226844,,,,,,,,,,,,Finance & Investments,49311.61
2025-04-16,ABCAPITAL,191.0,196.34,190.09,195.82,6296910,,,,,bullish MACD,,,,bullish VOLEMA,bullish volprice,,Finance & Investments,49311.61
2025-04-17,ABCAPITAL,196.0,199.0,195.5,198.18,5630583,,,,,,,,,,,,Finance & Investments,49311.61
2025-04-21,ABCAPITAL,199.9,204.99,197.85,202.49,6404738,,,,,,,,bearish stochastic,bullish VOLEMA,bullish volprice,,Finance & Investments,49311.61
2025-04-22,ABCAPITAL,203.0,206.99,202.65,204.07,4484527,,,,,,,,bearish stochastic,,,,Finance & Investments,49311.61
2025-04-04,ABDL,317.0,317.3,307.0,309.75,1285674,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Breweries & Distilleries,8307.43
2025-04-07,ABDL,279.0,308.05,279.0,306.15,905387,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Breweries & Distilleries,8307.43
2025-04-08,ABDL,313.9,314.5,305.15,313.2,240261,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Breweries & Distilleries,8307.43
2025-04-09,ABDL,311.7,314.2,309.6,312.75,101794,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Breweries & Distilleries,8307.43
2025-04-11,ABDL,322.0,322.0,312.0,319.05,258596,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Breweries & Distilleries,8307.43
2025-04-15,ABDL,321.35,331.25,287.55,309.3,6712121,NA,NA,NA,NA,NA,NA,NA,NA,NA,bearish volprice,NA,Breweries & Distilleries,8307.43
2025-04-16,ABDL,310.0,315.45,307.2,310.65,726897,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Breweries & Distilleries,8307.43
2025-04-17,ABDL,316.15,322.6,311.6,320.05,568077,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Breweries & Distilleries,8307.43
2025-04-21,ABDL,321.0,328.6,315.85,325.3,382889,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Breweries & Distilleries,8307.43
2025-04-22,ABDL,328.0,331.0,322.2,328.0,273903,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Breweries & Distilleries,8307.43
2025-04-04,ABFRL,263.5,264.3,255.3,258.3,2532306,,,adx strong trend,,,,,,,bearish volprice,,Textiles - Products,32061.62
2025-04-07,ABFRL,241.5,250.85,236.85,245.2,4166564,,,adx strong trend,,bearish MACD,Strend_bearish,,,bearish VOLEMA,bearish volprice,,Textiles - Products,32061.62
2025-04-08,ABFRL,248.05,253.15,244.85,248.9,1066011,,,adx strong trend,,,,,,,,,Textiles - Products,32061.62
2025-04-09,ABFRL,246.4,249.3,242.1,246.3,1437336,,,adx strong trend,,,,,,,bearish volprice,doji_bearish,Textiles - Products,32061.62
2025-04-11,ABFRL,254.0,255.25,249.25,254.0,1351428,,,,,,,,,,,,Textiles - Products,32061.62
2025-04-15,ABFRL,258.95,264.5,255.8,263.65,1499585,,,,,bullish MACD,Strend_bullish,,,,bullish volprice,,Textiles - Products,32061.62
2025-04-16,ABFRL,264.1,265.5,261.5,264.3,1268940,,,,,,,,,,,,Textiles - Products,32061.62
2025-04-17,ABFRL,264.8,272.3,264.35,266.2,4625605,,,,,,,,bearish stochastic,,,,Textiles - Products,32061.62
2025-04-21,ABFRL,266.2,271.15,265.0,269.15,1607233,,,,,,,,,,,,Textiles - Products,32061.62
2025-04-22,ABFRL,269.15,275.0,266.3,272.65,1584462,,,,,,,,,,,,Textiles - Products,32061.62
2025-04-04,ABINFRA,92.85,92.91,87.3,88.28,29979,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,Construction,514.21
2025-04-07,ABINFRA,87.0,87.0,80.22,82.47,60411,NA,NA,NA,NA,NA,NA,NA,NA,NA,bearish volprice,NA,Construction,514.21
