S.No.,Name,CMP Rs.,All time high Rs.,No. Eq. Shares Cr.,Sales Qtr Rs.Cr.,NP Qtr Rs.Cr.,Qtr Profit Var %,Qtr Sales Var %,Exp Qtr Sales Var %,Sales Rs.Cr.,EBIT 12M Rs.Cr.,PAT 12M Rs.Cr.,Sales growth %,Profit growth %,ROE %,ROCE %,ROA 12M %,Sales Var 3Yrs %,Profit Var 3Yrs %,ROE 3Yr %,ROCE3yr avg %,ROA 3Yr %,EPS 12M Rs.,P/E,CMP / BV,CMP / Sales,PEG,Curr price to Graham,Cur price to Int val,Div Yld %,Dividend Payout %,CF Opr 3Yrs Rs.Cr.,CF Operations Rs.Cr.,CF Investing Rs.Cr.,CF Financing Rs.Cr.,Net CF Rs.Cr.,Free Cash Flow Rs.Cr.,Free Cash Flow 3Yrs Rs.Cr.,Int Coverage,Debt / Eq,Asset Turnover,Inven TO,EV / EBITDA,Unpledged Prom Hold %,Chg in Prom Hold 3Yr %,Change in Prom Hold %,Chg in FII Hold %,Chg in DII Hold %,Piotski Scr,Altman Z Scr,G Factor,Ind PE,Mar Cap Rs.Cr.,Vol 1d,BSE Code,NSE Code,Industry,Drop_from_AT_high,Strat_AT_HIGH
455.0,Symphony,1179.05,2212.75,6.9,242.0,-10.0,-12.2,-2.02,33.06,1420.0,283.0,228.0,25.44,93.88,18.04,18.84,11.29,8.71,9.33,15.49,16.91,9.7,26.39,35.65,11.13,5.73,5.54,4.7,3.11,1.09,60.51,343.45,161.56,192.82,-366.59,-12.21,155.85,317.83,31.44,0.24,0.89,2.5,26.97,73.43,0.18,0.0,-0.61,0.23,8.0,11.41,1.0,49.77,8130.37,92408,517385.0,SYMPHONY,Domestic Appliances,-0.47,Big_drop_AT_HIGH_MARCAP2K
456.0,Epigral,1865.1,2408.35,4.31,645.24,103.54,109.98,36.84,27.68,2447.13,577.07,346.74,24.43,76.98,16.86,17.49,7.49,32.54,24.76,30.17,26.2,12.39,82.53,23.18,5.74,3.29,12.2,2.4,0.94,0.27,10.61,1307.67,397.69,-401.1,-7.6,-11.01,-0.74,36.49,10.46,0.65,0.74,5.06,12.67,68.95,-2.23,0.01,0.0,0.35,5.0,6.54,7.0,30.33,8046.32,31011,543332.0,EPIGRAL,Chlor Alkali / Soda Ash,-0.23,Other
457.0,Astra Microwave,846.0,1059.75,9.49,258.54,47.43,9.34,11.91,23.48,997.29,223.31,134.42,22.62,67.65,15.05,18.77,9.57,12.35,61.26,11.47,15.5,6.79,14.16,59.73,8.22,8.05,0.57,4.66,3.32,0.24,15.69,-92.32,-181.52,-43.57,232.39,7.3,-228.98,-201.32,4.71,0.31,0.72,1.18,32.57,6.54,-2.17,0.0,0.11,-0.06,6.0,10.75,1.0,58.63,8032.35,363735,532493.0,ASTRAMICRO,Telecommunications - Equipment,-0.2,Other
458.0,Sudarshan Chem.,1021.0,1235.0,7.86,666.43,0.51,38.79,17.8,12.19,2760.39,244.32,142.59,11.95,62.79,11.3,11.36,4.72,10.85,-7.48,10.98,10.15,4.19,17.03,56.25,5.84,2.91,8.14,3.94,3.96,0.45,8.91,660.08,193.46,279.32,-445.93,26.85,460.39,427.26,6.84,0.46,1.07,3.39,21.96,23.89,-11.93,-3.66,-0.75,4.93,9.0,7.27,3.0,23.38,8022.29,96248,506655.0,SUDARSCHEM,Dyes And Pigments,-0.17,Other
459.0,Sandur Manganese,495.0,636.15,16.2,481.67,126.75,1218.94,214.78,78.45,1895.36,665.87,467.45,44.9,87.18,11.35,15.16,9.06,18.81,14.56,22.56,30.12,16.47,28.85,17.16,3.43,4.23,1.71,1.62,1.51,0.21,68.08,1133.13,153.59,-48.77,-106.72,-1.9,53.79,777.13,17.31,0.12,0.49,0.53,11.08,74.22,1.04,0.0,0.06,-0.06,5.0,7.37,6.0,16.86,8020.72,461992,504918.0,SANDUMA,Mining / Minerals / Metals,-0.22,Other
460.0,Lloyds Engineeri,54.16,82.68,147.4,229.72,33.68,24.37,14.04,30.26,765.19,135.34,103.98,25.4,59.65,26.23,28.33,16.89,107.32,441.84,21.02,21.77,11.39,0.71,76.72,18.07,10.43,0.81,7.8,5.52,0.36,28.67,-65.17,-44.98,-96.75,142.32,0.58,-87.02,-154.15,21.48,0.15,1.33,3.81,55.3,48.59,2.82,-0.15,-0.21,0.0,4.0,19.73,4.0,34.21,7983.36,5709999,539992.0,LLOYDSENGG,Engineering,-0.34,Other
461.0,Privi Speci.,2041.4,2268.0,3.91,613.55,63.97,106.22,26.67,20.12,2101.19,342.41,184.75,19.92,100.3,18.22,16.27,7.2,14.39,25.49,11.02,11.19,4.02,47.83,43.22,7.17,3.8,4.46,3.7,3.81,0.1,10.44,684.35,281.11,-293.96,38.63,25.78,-17.35,103.97,3.9,1.04,0.82,1.77,19.12,74.05,0.0,0.0,-0.08,-0.14,9.0,6.66,4.0,30.33,7974.22,241359,530117.0,PRIVISCL,Chemicals,-0.1,Other
462.0,ISGEC Heavy,1084.0,1677.25,7.35,1496.66,23.1,-67.59,0.28,3.15,6548.2,428.94,249.39,2.41,-3.52,9.98,12.31,3.39,4.66,-0.86,8.13,10.19,2.7,33.92,32.0,2.98,1.22,2.57,2.07,2.92,0.38,12.07,872.51,735.16,-273.87,-486.83,-25.54,493.29,409.99,8.52,0.27,0.84,2.9,15.19,62.43,0.0,0.0,-0.73,-0.46,7.0,3.47,0.0,30.06,7970.63,264048,533033.0,ISGEC,Engineering - Turnkey Services,-0.35,Other
463.0,Manorama Indust.,1324.1,1450.0,5.96,232.81,42.27,238.16,80.01,74.81,770.84,187.49,112.05,68.64,179.36,28.05,23.04,13.02,40.3,66.65,18.18,16.53,9.06,18.8,70.38,17.11,10.24,1.88,7.31,3.72,0.03,3.19,-152.95,-58.73,-33.99,92.79,0.07,-90.26,-274.7,4.79,1.04,0.9,0.85,39.49,54.42,-2.84,-2.84,0.28,0.44,6.0,15.81,4.0,31.51,7891.51,247335,,,Unmapped,-0.09,Other
464.0,ASK Automotive,398.35,508.95,19.71,915.1,65.89,31.94,20.15,27.44,3533.67,343.85,237.77,27.08,60.05,23.81,24.24,12.2,24.71,22.61,19.0,20.18,10.18,12.06,33.02,8.56,2.22,3.31,3.54,2.05,0.27,11.35,586.1,303.3,-277.75,-15.55,10.01,23.48,71.5,10.56,0.43,2.1,13.02,19.31,78.95,,0.0,0.03,0.29,8.0,10.09,6.0,23.71,7853.15,181616,544022.0,ASKAUTOLTD,Auto Ancillaries,-0.22,Other
465.0,Just Dial,923.35,1894.7,8.5,289.2,157.6,222.22,7.0,9.55,1141.93,674.66,584.2,9.49,318.42,13.54,15.31,11.25,20.85,216.43,6.56,7.27,5.13,68.7,13.45,1.71,6.88,0.82,1.01,1.27,0.0,0.0,749.51,311.49,-290.03,-28.84,-7.38,305.39,678.9,64.19,0.02,0.22,,10.59,63.84,-3.49,0.0,-0.75,0.6,7.0,5.08,4.0,41.8,7852.37,232073,535648.0,JUSTDIAL,Miscellaneous,-0.51,Big_drop_AT_HIGH_MARCAP2K
466.0,Gabriel India,545.5,610.0,14.36,924.18,53.97,25.63,13.56,11.02,3571.05,284.03,210.53,10.87,26.7,19.58,26.72,12.1,25.41,45.32,16.3,22.07,9.55,14.66,37.23,7.29,2.19,2.64,3.47,2.47,0.75,31.02,420.25,188.89,-119.73,-52.33,16.83,97.16,165.2,68.11,0.01,2.2,11.06,22.6,55.0,0.0,0.0,-0.1,1.21,9.0,11.19,6.0,23.71,7835.78,194689,505714.0,GABRIEL,Auto Ancillaries,-0.11,Other
467.0,Time Technoplast,344.35,513.55,22.69,1387.74,102.38,10.0,4.76,12.57,5382.63,606.39,370.78,12.36,31.64,12.54,15.62,7.75,18.44,43.0,10.78,13.56,6.43,16.34,21.04,2.91,1.45,2.52,1.65,1.27,0.59,1.46,1067.27,406.24,-187.03,-197.28,21.93,225.53,476.47,6.45,0.29,1.26,3.69,10.93,51.62,0.29,0.06,0.42,-0.21,8.0,6.19,3.0,26.32,7814.29,592225,532856.0,TIMETECHNO,Plastics Products,-0.33,Other
468.0,Aurionpro Sol.,1400.3,1991.75,5.52,306.11,47.8,26.07,32.66,31.48,1092.88,219.67,174.32,31.47,36.88,19.72,22.27,12.71,33.38,51.89,20.21,23.1,12.77,32.09,44.34,5.64,7.07,2.61,3.31,1.77,0.18,4.38,266.56,163.63,-203.34,265.36,225.64,131.3,175.28,25.75,0.02,0.79,-0.11,30.25,26.88,-6.12,0.0,0.19,0.27,5.0,9.67,4.0,30.98,7731.54,42935,532668.0,AURIONPRO,Computers - Software - Medium / Small,-0.3,Other
469.0,KPI Green Energy,388.0,745.33,19.69,458.36,85.16,67.04,38.85,60.54,1455.41,455.19,265.63,58.72,76.15,29.58,21.61,8.76,115.52,94.45,35.42,22.12,8.96,13.88,28.78,3.96,5.25,0.28,2.2,0.69,0.12,1.68,204.27,-57.49,-386.79,561.89,117.62,-243.88,-483.35,5.06,0.24,0.55,2.15,15.28,26.59,-5.74,0.01,-0.73,-0.23,5.0,6.86,3.0,31.51,7639.41,570818,542323.0,KPIGREEN,Construction,-0.48,Big_drop_AT_HIGH_MARCAP2K
470.0,Zinka Logistics,424.7,550.7,17.82,113.98,-48.03,558.8,40.94,,296.92,-165.82,-196.27,69.01,33.14,-59.12,-32.33,-30.0,-30.03,5.88,-63.22,-34.5,-34.09,-19202.97,,18.7,25.49,,,,0.0,0.0,-153.05,44.55,19.19,-13.82,49.92,20.58,-224.67,-48.63,0.34,0.45,,-52.82,27.7,,-0.14,-0.14,0.28,7.0,19.92,6.0,21.21,7569.16,607703,544288.0,BLACKBUCK,Miscellaneous,-0.23,Other
471.0,Sundaram Fin.Hol,337.75,433.0,22.21,32.58,105.72,3.2,28.72,368.49,322.85,286.46,574.28,197.31,58.45,12.75,5.85,12.42,70.53,93.24,9.25,2.72,8.48,25.86,13.1,1.32,23.24,0.42,0.88,1.22,2.27,32.08,262.34,132.23,136.38,-102.61,166.0,132.04,243.51,253.5,0.0,0.07,,25.93,54.97,-0.62,0.0,-0.01,0.0,8.0,3.6,5.0,20.17,7501.57,98639,,SUNDARMHLD,Finance & Investments,-0.22,Other
472.0,ION Exchange,511.05,768.4,14.67,690.51,49.59,2.79,24.67,21.31,2684.36,308.61,216.43,21.27,6.07,21.08,27.49,8.91,17.44,10.37,24.52,32.41,10.13,14.81,34.61,6.84,2.79,1.41,3.24,1.42,0.29,10.89,284.05,129.94,-160.03,8.36,-21.72,10.01,54.85,23.59,0.2,1.07,6.48,20.53,25.76,-1.25,-0.04,-0.33,0.26,4.0,6.91,3.0,30.06,7495.38,413705,500214.0,IONEXCHANG,Engineering - Turnkey Services,-0.33,Other
473.0,Ajax Engineering,653.15,734.35,11.44,548.18,68.13,26.31,37.27,,1741.4,304.72,225.73,51.28,66.0,27.67,36.9,20.49,32.91,32.32,21.32,27.16,15.16,19.68,33.09,,4.29,,,,0.0,11.03,476.89,207.47,-115.58,-25.46,66.44,185.26,424.34,150.11,0.01,1.58,6.4,23.52,80.0,,0.0,,,7.0,13.04,5.0,34.21,7472.5,500182,,,Unmapped,-0.11,Other
474.0,Kirl. Ferrous,452.0,830.0,16.46,1609.25,61.25,-34.83,4.18,16.94,6362.4,531.37,281.68,13.77,-25.9,11.5,15.47,6.31,44.38,5.93,18.59,22.35,10.19,17.47,26.43,2.22,1.17,0.9,1.6,1.12,1.2,23.83,1537.35,565.22,-634.11,47.58,-21.31,47.5,179.85,3.77,0.4,1.08,3.72,11.15,50.9,-8.06,-0.01,-0.01,0.21,4.0,4.0,4.0,17.75,7440.73,62412,500245.0,KIRLFER,Steel - Pig Iron,-0.46,Big_drop_AT_HIGH_MARCAP2K
475.0,Powergrid Infra.,81.74,160.0,91.0,265.44,251.85,10.66,10.26,-5.42,897.21,898.75,849.27,-6.84,-7.1,13.12,12.83,12.23,,,,5.14,,9.33,8.73,0.95,8.29,0.27,0.61,0.85,10.99,26.69,-38.74,-13.71,1160.94,-1141.7,5.53,-13.71,-38.74,19.37,0.07,0.11,,8.57,15.0,0.0,0.0,,,4.0,3.24,4.0,20.66,7438.33,727152,543290.0,PGINVIT,Power Generation And Supply,-0.49,Big_drop_AT_HIGH_MARCAP2K
476.0,Kirl.Pneumatic,1145.25,1817.5,6.49,582.66,80.65,25.93,18.92,25.16,1628.63,284.54,213.97,23.14,54.58,21.18,28.14,14.27,16.84,38.07,17.66,23.13,11.72,32.52,34.67,6.77,4.56,1.09,3.26,1.71,0.58,30.75,438.03,214.83,-155.5,-45.48,13.85,137.13,248.75,7113.5,0.0,1.09,4.27,23.5,38.85,-14.82,-0.02,-0.29,0.22,7.0,10.37,5.0,43.98,7432.36,130515,505283.0,KIRLPNU,Compressors / Drilling Equipment,-0.37,Other
477.0,Campus Activewe.,242.95,640.0,30.54,514.8,46.47,86.7,9.07,9.39,1551.11,176.57,118.9,8.3,49.32,14.88,16.71,7.79,26.75,49.47,21.57,23.87,10.62,3.89,62.4,10.69,4.78,3.58,5.45,2.59,0.29,0.0,408.81,264.47,-74.49,-192.47,-2.49,219.76,264.67,10.73,0.32,1.26,1.64,30.74,72.14,,-1.7,1.26,-0.28,6.0,12.89,5.0,59.25,7419.64,273366,543523.0,CAMPUS,Leather / Leather Products,-0.62,Big_drop_AT_HIGH_MARCAP2K
478.0,Happy Forgings,781.85,1299.95,9.42,354.32,64.52,11.43,3.61,6.44,1400.26,363.39,265.6,6.29,16.54,18.69,22.7,15.13,32.42,41.14,20.45,23.58,15.44,28.19,27.73,4.33,5.26,1.35,2.3,1.48,0.53,15.51,478.76,189.02,-469.41,280.92,0.52,-4.57,-80.15,61.07,0.09,0.85,3.5,17.02,78.57,,-0.03,-0.09,0.01,6.0,8.71,3.0,27.38,7368.36,28064,544057.0,HAPPYFORGE,Castings & Forgings,-0.4,Other
479.0,Kaveri Seed Co.,1430.95,1602.0,5.14,174.05,14.85,34.15,22.03,9.67,1213.07,320.4,303.4,7.95,7.28,20.29,21.76,12.92,3.52,-2.55,17.19,18.17,11.26,59.1,24.29,4.8,6.07,3.44,2.26,1.68,0.34,8.61,796.2,389.42,37.79,-424.62,2.6,289.48,539.98,2002.5,0.0,0.56,0.79,20.76,60.5,3.06,0.0,0.9,-0.64,7.0,7.11,5.0,17.93,7360.67,222555,532899.0,KSCL,Miscellaneous,-0.11,Other
480.0,CMS Info Systems,450.35,616.5,16.32,581.49,93.19,7.02,-0.14,14.47,2432.54,509.72,366.32,13.72,9.14,19.35,26.95,14.26,20.14,26.45,19.98,28.16,13.98,22.48,20.09,3.52,3.02,0.69,1.76,0.82,1.3,26.96,1103.16,439.89,-325.08,-52.12,62.69,333.8,522.44,28.88,0.09,0.95,2.16,10.91,0.0,-63.38,0.0,-0.15,-0.58,5.0,7.11,4.0,26.8,7348.93,531821,543441.0,CMSINFO,Miscellaneous,-0.27,Other
481.0,H.G. Infra Engg.,1125.0,1880.0,6.52,1264.84,115.11,27.1,-7.31,4.64,5403.55,1024.28,548.42,3.8,7.95,24.08,24.12,10.22,27.26,30.41,27.37,25.98,11.68,84.17,13.39,2.73,1.36,0.41,1.27,0.65,0.14,1.82,-771.77,-310.65,16.96,319.25,25.55,-343.99,-1179.93,4.23,0.91,1.04,8.53,8.26,71.78,-2.75,0.0,0.11,-0.12,5.0,3.97,7.0,19.92,7331.77,135081,541019.0,HGINFRA,Construction,-0.4,Other
482.0,Galaxy Surfact.,2067.5,3600.0,3.55,1041.69,64.61,-9.47,10.76,4.59,4007.74,392.71,306.54,4.23,-2.53,14.9,17.45,10.74,10.87,-0.07,18.24,20.06,12.14,86.46,23.9,3.21,1.83,2.51,1.85,1.62,1.05,25.87,1096.3,518.42,-340.91,-188.92,-11.41,362.12,641.42,21.32,0.07,1.35,4.26,14.55,70.9,-0.02,0.0,-0.09,-0.04,6.0,6.95,2.0,30.33,7330.25,13842,540935.0,GALAXYSURF,Chemicals,-0.43,Other
483.0,Redtape,132.5,245.46,55.28,664.57,73.07,20.14,7.61,19.43,2031.03,274.45,169.74,18.37,-0.06,31.34,29.27,12.47,,,,33.38,,3.07,43.15,10.45,3.61,,4.47,1.68,0.37,0.0,255.56,84.37,-115.61,26.1,-5.14,-31.79,-42.62,6.14,0.92,1.3,1.35,22.64,71.8,,0.0,0.05,0.02,5.0,8.8,4.0,40.99,7324.71,244445,543957.0,REDTAPE,Trading,-0.46,Big_drop_AT_HIGH_MARCAP2K
484.0,Shaily Engineer.,1586.9,1998.95,4.6,197.58,25.2,73.55,24.7,21.86,739.53,118.97,83.87,21.67,75.17,13.31,14.12,7.76,,,,12.74,,18.28,86.96,14.75,9.86,,7.54,9.4,0.06,8.0,237.25,92.26,-93.82,4.64,3.08,-2.76,-90.05,6.71,0.36,0.87,5.1,46.58,43.72,-0.09,0.0,1.96,2.08,8.0,16.81,2.0,26.32,7292.64,65991,501423.0,SHAILY,Plastics Products,-0.21,Other
485.0,Garware Hi Tech,3109.45,5378.1,2.32,466.37,60.81,8.82,2.81,30.16,2008.0,423.24,311.23,27.13,65.06,10.43,13.96,8.96,19.25,17.61,9.7,12.94,8.06,133.96,23.2,3.26,3.6,1.13,1.83,1.77,0.33,11.43,562.32,172.11,45.56,-169.35,48.32,156.14,371.33,49.68,0.01,0.74,3.79,15.31,60.72,0.0,0.0,0.81,0.42,8.0,7.53,4.0,22.33,7223.99,39639,500655.0,GRWRHITECH,Packaging,-0.42,Other
486.0,Esab India,4670.45,6999.0,1.54,337.49,40.38,6.4,11.96,11.85,1346.68,233.56,172.24,11.84,7.25,56.94,75.86,31.46,22.21,40.35,48.15,63.68,27.08,111.9,41.76,20.7,5.34,1.81,6.2,2.57,2.34,81.21,354.8,141.03,-54.99,-81.12,4.92,114.73,286.18,519.02,0.01,2.43,6.49,28.75,73.72,0.0,0.0,-0.05,-0.23,7.0,25.08,4.0,30.3,7189.23,3643,500133.0,ESABINDIA,Electrodes - Welding Equipment,-0.33,Other
487.0,Orient Cement,349.15,379.4,20.55,825.19,42.07,-38.31,-7.08,-14.5,2708.83,168.18,91.25,-14.95,-47.86,5.14,8.87,3.23,-0.2,-29.69,7.76,12.32,4.59,4.45,78.6,3.97,2.65,72.78,3.72,3.67,0.64,11.24,742.21,205.29,-97.29,-136.22,-28.22,145.95,475.21,7.41,0.04,0.96,3.39,22.4,37.86,0.49,0.0,1.65,-2.45,5.0,6.25,2.0,55.51,7173.63,205394,535754.0,ORIENTCEM,Cement - South India,-0.08,Other
488.0,G N F C,485.95,912.0,14.69,1899.0,158.0,66.32,-9.05,-0.26,7947.0,700.0,502.0,-1.78,-27.46,5.63,7.71,4.36,15.63,-11.09,15.22,21.25,11.82,34.16,14.23,0.86,0.9,-1.75,0.74,0.84,3.42,50.01,3371.02,31.28,1235.49,-1280.96,-14.19,-217.51,2814.15,26.92,0.01,0.71,5.2,5.25,41.3,0.12,0.0,-0.38,-0.96,5.0,3.47,6.0,30.33,7140.57,223877,500670.0,GNFC,Chemicals,-0.47,Big_drop_AT_HIGH_MARCAP2K
489.0,P N Gadgil Jewe.,523.35,848.0,13.57,2406.85,85.23,49.32,24.13,,7554.12,319.86,207.12,37.78,178.88,32.39,30.82,12.3,49.6,173.34,21.84,21.2,7.03,16.25,34.31,4.99,0.94,0.78,2.67,1.15,0.0,0.0,241.69,106.49,-58.84,-47.13,0.53,106.49,241.74,7.55,0.16,4.81,7.33,20.19,83.11,,0.0,-1.28,0.15,5.0,9.52,6.0,32.81,7102.24,190783,544256.0,PNGJL,Diamond Cutting / Jewellery,-0.38,Other
490.0,Cera Sanitary.,5381.5,11499.65,1.3,449.27,45.86,-9.87,2.87,1.61,1883.9,302.93,235.94,1.39,1.69,19.05,24.62,13.75,15.91,33.49,18.42,24.1,12.94,181.41,29.66,5.74,3.72,1.87,2.75,2.81,1.11,32.61,481.91,227.59,-140.39,-79.7,7.51,166.62,374.66,43.59,0.05,1.08,2.49,20.66,54.41,-0.07,0.0,-1.59,0.67,5.0,9.93,4.0,33.2,6999.11,17217,532443.0,CERA,Ceramics - Tiles / Sanitaryware,-0.53,Big_drop_AT_HIGH_MARCAP2K
491.0,IIFL Capital,222.55,449.0,31.0,537.14,128.02,-28.87,-21.75,18.51,2405.02,1104.59,712.34,8.46,40.53,33.18,34.58,9.01,22.93,33.76,29.45,30.67,7.05,22.98,9.69,2.73,2.87,0.27,1.09,0.66,1.37,13.05,-39.69,870.89,-176.96,-490.01,203.92,922.17,-14.4,6.14,0.37,0.3,,3.3,30.7,-0.6,-0.01,-0.14,0.32,7.0,2.83,6.0,12.57,6898.05,997852,542773.0,IIFLCAPS,Finance & Investments,-0.5,Big_drop_AT_HIGH_MARCAP2K
492.0,FDC,421.75,659.0,16.28,464.11,37.04,-53.21,1.3,8.91,2078.26,373.38,274.4,8.48,-5.19,14.16,18.37,12.01,13.44,0.64,11.78,15.49,10.07,16.85,25.03,2.97,3.3,2.19,1.83,1.24,1.18,0.0,537.33,220.77,-17.08,-202.16,1.53,151.28,232.57,87.44,0.01,0.81,1.93,16.21,69.66,0.3,0.0,-0.11,0.29,8.0,6.88,3.0,29.05,6866.54,84576,531599.0,FDC,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.36,Other
493.0,National Standar,3425.0,19000.0,2.0,2.81,3.6,-14.69,-49.73,105.08,22.33,18.27,13.2,4.49,-10.45,4.97,6.88,4.85,-4.28,-18.75,4.78,6.61,4.6,6.6,518.94,25.15,306.76,34.32,24.09,19.18,0.0,0.0,3.59,-8.26,7.5,0.0,-0.76,-8.26,3.59,,0.0,0.08,24.6,374.51,73.94,0.0,0.0,0.0,0.0,4.0,42.37,2.0,33.15,6850.0,77,504882.0,,Construction,-0.82,Big_drop_AT_HIGH_MARCAP2K
494.0,Religare Enterp.,206.15,706.03,33.07,1664.43,-63.28,-320.92,10.19,25.05,7181.52,77.0,29.34,24.34,-92.06,5.32,9.24,1.97,35.6,30.94,,6.36,-5.11,4.59,232.37,2.8,0.95,14.62,2.36,1.71,0.0,0.0,4601.59,1499.62,-1347.97,-155.85,-4.2,1478.58,4501.89,1.55,0.08,0.71,5.24,43.16,25.67,25.67,25.67,0.2,-1.38,6.0,1.6,3.0,20.17,6816.41,708270,532915.0,RELIGARE,Finance & Investments,-0.71,Big_drop_AT_HIGH_MARCAP2K
495.0,MOIL,334.65,588.35,20.35,433.39,115.65,26.88,4.21,12.04,1584.94,486.78,381.64,9.5,32.92,14.99,19.12,12.51,3.42,1.5,12.85,16.64,10.66,18.76,17.87,2.69,4.3,1.89,1.43,1.27,1.79,30.02,899.71,434.29,-337.88,-133.57,-37.16,112.34,12.89,,0.0,0.52,-0.19,9.25,64.68,0.0,0.0,0.13,-0.59,8.0,5.96,5.0,16.86,6809.63,8917777,533286.0,MOIL,Mining / Minerals / Metals,-0.43,Other
496.0,PNC Infratech,263.85,574.8,25.65,1470.01,81.36,-56.02,-28.17,-4.75,7664.72,2374.95,1135.88,-8.26,72.23,18.82,15.84,6.31,14.33,23.86,17.36,15.3,5.78,44.28,5.95,1.17,0.88,0.27,0.55,0.46,0.23,1.69,-2183.9,-231.19,-249.59,1067.2,586.42,-277.67,-2346.64,2.96,1.51,0.61,4.45,5.59,56.07,0.0,0.0,0.15,-0.34,6.0,2.27,4.0,19.92,6768.74,448339,539150.0,PNCINFRA,Construction,-0.54,Big_drop_AT_HIGH_MARCAP2K
497.0,Black Box,399.5,715.8,16.93,1501.72,56.08,42.65,-9.29,-8.88,5902.68,397.33,238.94,-8.95,44.0,42.51,30.87,5.71,10.36,4.6,31.94,25.66,3.48,11.0,28.35,10.67,1.15,0.37,4.14,1.99,0.0,0.0,242.59,134.3,34.82,-154.99,14.13,138.99,215.95,2.88,1.13,2.17,5.95,14.04,70.53,-0.04,-0.07,0.37,0.01,5.0,6.54,4.0,30.98,6765.37,233118,500463.0,BBOX,Computers - Software - Medium / Small,-0.44,Other
498.0,Sansera Enginee.,1090.35,1758.3,6.19,727.8,55.92,15.98,2.13,11.44,2980.95,359.0,201.96,11.06,15.52,14.74,15.76,7.12,21.97,19.87,13.97,14.63,6.6,36.14,33.42,4.62,2.26,2.74,2.49,1.76,0.28,8.66,843.83,374.34,-367.3,-7.96,-0.92,35.69,-4.34,4.33,0.76,1.07,3.39,14.7,30.35,-5.67,0.02,-0.44,-0.52,7.0,5.57,3.0,23.71,6751.65,71057,543358.0,SANSERA,Auto Ancillaries,-0.38,Other
499.0,Tanla Platforms,500.65,2096.75,13.46,1024.36,117.33,-9.91,1.87,2.72,4027.72,633.29,507.28,2.54,-7.52,24.1,29.12,15.99,7.9,-2.02,28.53,35.11,18.3,37.68,13.28,2.99,1.67,0.35,1.32,0.53,2.45,31.84,1478.74,642.1,-220.3,-208.23,213.57,514.47,1039.29,105.9,0.03,1.27,,8.1,44.1,0.36,0.0,-2.09,0.34,5.0,6.5,3.0,30.98,6739.58,3746846,532790.0,TANLA,Computers - Software - Medium / Small,-0.76,Big_drop_AT_HIGH_MARCAP2K
500.0,Varroc Engineer,437.7,1178.7,15.28,2075.26,-45.19,-93.38,10.12,10.49,8029.74,492.46,170.29,10.36,-67.78,41.91,17.48,11.47,19.97,40.86,-27.08,9.11,-3.05,6.38,39.29,4.17,0.83,9.33,3.56,4.45,0.0,0.0,1960.23,638.47,-166.25,-664.1,-191.88,420.01,327.69,2.82,0.75,1.65,7.35,9.49,75.0,0.0,0.0,0.03,0.3,9.0,4.81,3.0,23.71,6687.45,86937,541578.0,VARROC,Auto Ancillaries,-0.63,Big_drop_AT_HIGH_MARCAP2K
501.0,Welspun Enterp,481.45,664.1,13.84,866.87,77.05,-12.04,22.66,18.27,3383.74,634.35,326.92,16.83,-6.79,12.56,18.4,6.35,23.37,31.6,11.22,10.98,4.56,21.51,20.38,2.7,1.97,0.98,1.65,2.37,0.64,13.88,287.27,-344.47,-45.0,-486.31,-875.78,-394.36,-325.45,4.45,0.5,0.57,3.98,11.05,55.31,1.82,0.51,-0.42,3.12,5.0,3.97,5.0,19.92,6663.92,119747,532553.0,WELENT,Construction,-0.28,Other
502.0,Keystone Realtor,522.9,801.05,12.6,464.02,29.98,-49.56,-10.88,54.25,2230.81,270.98,136.74,27.11,-11.55,6.4,6.58,2.13,37.83,-21.76,8.37,7.05,2.54,11.2,48.22,2.45,2.95,,2.26,3.44,0.0,0.0,380.01,183.41,-277.51,-38.3,-132.4,178.77,368.24,4.63,0.32,0.43,0.29,23.26,78.35,,0.0,-0.18,0.04,6.0,3.18,2.0,33.15,6590.09,11085,543669.0,RUSTOMJEE,Construction,-0.35,Other
503.0,Guj Pipavav Port,135.95,262.0,48.34,262.89,93.99,-14.83,-2.5,2.4,987.19,541.59,390.61,1.57,4.91,18.81,24.8,14.71,10.46,21.62,14.71,20.16,11.67,7.45,16.79,3.09,6.66,1.22,1.59,1.74,5.4,99.75,1235.46,485.0,-107.41,-369.7,7.89,413.03,1054.55,78.49,0.03,0.37,4.71,8.38,44.01,0.0,0.0,-1.04,0.35,8.0,6.26,6.0,20.36,6572.35,1601379,533248.0,GPPL,Miscellaneous,-0.48,Big_drop_AT_HIGH_MARCAP2K
504.0,Thomas Cook (I),139.35,264.0,47.09,2061.01,47.29,-39.65,8.87,13.16,7834.53,451.88,244.4,12.75,26.38,13.76,19.07,4.52,109.4,44.79,0.72,4.5,-0.22,5.23,26.84,3.04,0.84,1.08,1.9,1.1,0.29,10.9,1338.66,828.94,-436.86,-291.23,100.85,729.56,1140.81,4.63,0.23,1.21,1.0,9.43,63.83,-6.75,0.0,0.14,-1.38,8.0,3.17,4.0,18.91,6561.88,1279756,500413.0,THOMASCOOK,Travel Agencies,-0.47,Big_drop_AT_HIGH_MARCAP2K
